# T (K)      Entropy (J K^-1 mol^-1)
# V = 57.968300 (a.u.^3)
    0.0      -3.2485375236559
   50.0      64.5471980836070
  100.0     101.2751871750537
  150.0     120.3237332861535
  200.0     134.9180690883772
  250.0     145.6828011882388
  300.0     154.8516680067473
  350.0     162.7073232562427
  400.0     169.1465347470399
  450.0     175.4920712525862
  500.0     179.2136626562644
  550.0     183.9996106689857
  600.0     189.8081720626061
  650.0     193.4092257528141
  700.0     197.1934013698033
  750.0     200.6069661850876
  800.0     203.8426613503281
  850.0     206.8852159580357
  900.0     209.7388449776246
  950.0     212.4063859843916
 1000.0     214.9702125153063
 1050.0     217.4002006536755
 1100.0     219.7194028298901
 1150.0     221.9465064110261
 1200.0     224.0408977068903
 1250.0     226.1755061269172
 1300.0     227.7385978467180
 1350.0     231.0963401512679
 1400.0     232.9246510521588
 1450.0     233.2065762021102
 1500.0     235.2965627741614
 1550.0     236.7871071774717
 1600.0     238.3792634569084
 1650.0     239.9570774843889
 1700.0     241.4112645888121
 1750.0     242.8708330827900
 1800.0     244.2889825632992
 1850.0     245.6574088789170
 1900.0     246.9800974020056
 1950.0     248.2433289603460
 2000.0     249.5323013227055
 2050.0     250.7603755277933
 2100.0     251.9594303527149
 2150.0     253.1416072350921
 2200.0     254.2995338817180
 2250.0     255.3928882879045
 2300.0     256.5258887425717
 2350.0     257.5799909671458
 2400.0     258.6018329884101
 2450.0     259.6527398891548
 2500.0     260.6619005232246
 2550.0     261.6467375131435
 2600.0     262.6018094081953
 2650.0     263.5568639139416
 2700.0     264.4822531178344
 2750.0     265.4556179428803
 2800.0     266.3327465254596
 2850.0     267.1459654513049
 2900.0     268.0868212671195
 2950.0     268.9208688557304
 3000.0     269.7332790684587
 3050.0     270.5856147849561
 3100.0     271.3696783515155
 3150.0     272.1885654119666
 3200.0     272.9785017432670
 3250.0     273.7048377981172
 3300.0     274.5192513654274
 3350.0     275.2698325538734
 3400.0     276.0034067494030
 3450.0     276.7185199729879
 3500.0     277.3003275746734
 3550.0     278.4397485638357
 3600.0     277.7746057686183
 3650.0     278.0800217624474
 3700.0     281.6756215254317
 3750.0     281.9393253381289
 3800.0     281.2452398543505
 3850.0     282.2673030367558
 3900.0     282.7984529955900
 3950.0     283.5122977973581
 4000.0     284.0994532264697
 4050.0     284.6798683329951
 4100.0     285.2993478258542
 4150.0     285.9329841274115
 4200.0     286.4641950660708
 4250.0     287.4078330728269
 4300.0     286.5838866012016
 4350.0     287.1584245336398
 4400.0     289.1273932477961
 4450.0     289.3443077035993
 4500.0     289.9916828385398
 4550.0     290.5083308582770
 4600.0     291.0774691369249
 4650.0     291.6164520461911
 4700.0     292.1314985799934
 4750.0     292.6229414064658
 4800.0     293.3701188513641
 4850.0     293.8677816493725
 4900.0     294.1512708161990
 4950.0     294.7162207279728
 5000.0     295.2129228384012
# V = 57.893318 (a.u.^3)
    0.0      -3.2752134076843
   50.0      64.4885806600336
  100.0     101.2062941485864
  150.0     120.2572288487942
  200.0     134.8413708503341
  250.0     145.6409701532125
  300.0     154.8024685810990
  350.0     162.6301216562310
  400.0     169.0968713854876
  450.0     175.3806718165683
  500.0     179.2989867153171
  550.0     184.0826132163917
  600.0     189.6998783335629
  650.0     193.3514468883116
  700.0     197.1245106259765
