# T (K)               Helmholtz Free Energy (Ry.)
# V=  57.9683000000000
    0.00      -0.1089799669787
   50.00      -0.1102463969494
  100.00      -0.1135040831088
  150.00      -0.1177393354341
  200.00      -0.1226165457037
  250.00      -0.1279718634891
  300.00      -0.1336977485918
  350.00      -0.1397553516752
  400.00      -0.1460785504266
  450.00      -0.1526436407821
  500.00      -0.1594182529467
  550.00      -0.1663137831473
  600.00      -0.1734525689021
  650.00      -0.1807497049233
  700.00      -0.1881932640926
  750.00      -0.1957717330845
  800.00      -0.2034778641533
  850.00      -0.2113027089797
  900.00      -0.2192407454674
  950.00      -0.2272830815163
 1000.00      -0.2354254389026
 1050.00      -0.2436627637182
 1100.00      -0.2519905863463
 1150.00      -0.2604048787389
 1200.00      -0.2689018975984
 1250.00      -0.2774779852491
 1300.00      -0.2861298984140
 1350.00      -0.2948551499136
 1400.00      -0.3037207157022
 1450.00      -0.3125850747074
 1500.00      -0.3215147272215
 1550.00      -0.3305077730284
 1600.00      -0.3395599132863
 1650.00      -0.3486728135534
 1700.00      -0.3578438000538
 1750.00      -0.3670691522583
 1800.00      -0.3763507679148
 1850.00      -0.3856840819428
 1900.00      -0.3950700264501
 1950.00      -0.4045039591138
 2000.00      -0.4139872477509
 2050.00      -0.4235183036584
 2100.00      -0.4330955801502
 2150.00      -0.4427181618734
 2200.00      -0.4523854301963
 2250.00      -0.4620957373312
 2300.00      -0.4718476462001
 2350.00      -0.4816427858328
 2400.00      -0.4914756128139
 2450.00      -0.5013493987665
 2500.00      -0.5112614087026
 2550.00      -0.5212123170317
 2600.00      -0.5311993054234
 2650.00      -0.5412233709376
 2700.00      -0.5512827608351
 2750.00      -0.5613783298916
 2800.00      -0.5715100615766
 2850.00      -0.5816728810546
 2900.00      -0.5918690152255
 2950.00      -0.6021005531980
 3000.00      -0.6123613260370
 3050.00      -0.6226555540108
 3100.00      -0.6329799032509
 3150.00      -0.6433351886126
 3200.00      -0.6537211295649
 3250.00      -0.6641361704035
 3300.00      -0.6745793867501
 3350.00      -0.6850545590396
 3400.00      -0.6955555666546
 3450.00      -0.7060866210559
 3500.00      -0.7166406638818
 3550.00      -0.7272248288070
 3600.00      -0.7378356981234
 3650.00      -0.7484044226099
 3700.00      -0.7590680259606
 3750.00      -0.7698266422925
 3800.00      -0.7805404930276
 3850.00      -0.7912801783045
 3900.00      -0.8020438825517
 3950.00      -0.8128325982289
 4000.00      -0.8236467702787
 4050.00      -0.8344817523934
 4100.00      -0.8453407355772
 4150.00      -0.8562226075688
 4200.00      -0.8671283951075
 4250.00      -0.8780572858695
 4300.00      -0.8890072942372
 4350.00      -0.8999136084545
 4400.00      -0.9109073468717
 4450.00      -0.9219237405251
 4500.00      -0.9329617275243
 4550.00      -0.9440203257573
 4600.00      -0.9551000098554
 4650.00      -0.9662009285097
 4700.00      -0.9773217637241
 4750.00      -0.9884619347111
 4800.00      -0.9996237670969
 4850.00      -1.0108144583497
 4900.00      -1.0220146629985
 4950.00      -1.0332332517925
 5000.00      -1.0444720658623
# V=  57.8933181818182
    0.00      -0.1061715303301
   50.00      -0.1074362666065
  100.00      -0.1106914548031
  150.00      -0.1149241160754
  200.00      -0.1197986897555
  250.00      -0.1251513717895
  300.00      -0.1308761685786
  350.00      -0.1369308487708
  400.00      -0.1432517928086
  450.00      -0.1498142195501
  500.00      -0.1565862889211
  550.00      -0.1634883358951
  600.00      -0.1706245298473
  650.00      -0.1779190764842
  700.00      -0.1853600394223
  750.00      -0.1929360450767
  800.00      -0.2006395812514
  850.00      -0.2084617804320
  900.00      -0.2163971100240
  950.00      -0.2244368538535
 1000.00      -0.2325766184449
 1050.00      -0.2408113546267
 1100.00      -0.2491365865378
 1150.00      -0.2575482874761
 1200.00      -0.2660427109790
 1250.00      -0.2746162091060
 1300.00      -0.2832655353716
 1350.00      -0.2919881937495
 1400.00      -0.3008420829414
 1450.00      -0.3097038457227
 1500.00      -0.3186308492732
 1550.00      -0.3276212162054
 1600.00      -0.3366709005608
 1650.00      -0.3457812019209
 1700.00      -0.3549495470660
 1750.00      -0.3641722668894
 1800.00      -0.3734513277876
 1850.00      -0.3827819936108
 1900.00      -0.3921653257208
 1950.00      -0.4015967303588
 2000.00      -0.4110774423895
 2050.00      -0.4206058919140
 2100.00      -0.4301805779752
 2150.00      -0.4398005736814
 2200.00      -0.4494652385663
 2250.00      -0.4591729764745
 2300.00      -0.4689223004846
 2350.00      -0.4787147092831
 2400.00      -0.4885450709447
 2450.00      -0.4984163033390
 2500.00      -0.5083257003264
 2550.00      -0.5182740109528
 2600.00      -0.5282584462002
 2650.00      -0.5382798006648
 2700.00      -0.5483367639252
 2750.00      -0.5584296657633
 2800.00      -0.5685587356344
 2850.00      -0.5787190446792
 2900.00      -0.5889126223768
 2950.00      -0.5991414881178
 3000.00      -0.6093997167142
 3050.00      -0.6196913222500
 3100.00      -0.6300131438248
 3150.00      -0.6403658219197
 3200.00      -0.6507491642850
 3250.00      -0.6611615498680
 3300.00      -0.6716021290504
 3350.00      -0.6820748653559
 3400.00      -0.6925733845025
 3450.00      -0.7031017040011
 3500.00      -0.7136533793266
 3550.00      -0.7242349926300
 3600.00      -0.7348433112777
 3650.00      -0.7454185055451
 3700.00      -0.7560795166014
 3750.00      -0.7668263919161
 3800.00      -0.7775377175706
 3850.00      -0.7882747115474
 3900.00      -0.7990359238009
 3950.00      -0.8098221279774
 4000.00      -0.8206335945291
 4050.00      -0.8314661307004
 4100.00      -0.8423226322260
 4150.00      -0.8532019688482
 4200.00      -0.8641052150320
 4250.00      -0.8750315169183
 4300.00      -0.8859790232181
 4350.00      -0.8968915166087
 4400.00      -0.9078828007570
 4450.00      -0.9188966103485
 4500.00      -0.9299319533495
 4550.00      -0.9409880236998
 4600.00      -0.9520651233604
 4650.00      -0.9631634020363
 4700.00      -0.9742816523864
 4750.00      -0.9854193046317
 4800.00      -0.9965784909872
 4850.00      -1.0077652654821
 4900.00      -1.0189629102439
 4950.00      -1.0301790574703
 5000.00      -1.0414153128506
# V=  57.8183363636364
    0.00      -0.1033506614914
   50.00      -0.1046137014286
  100.00      -0.1078663825360
  150.00      -0.1120964453717
  200.00      -0.1169683765620
  250.00      -0.1223184166180
  300.00      -0.1280420505304
  350.00      -0.1340938142387
  400.00      -0.1404124801349
  450.00      -0.1469722380442
  500.00      -0.1537417538378
  550.00      -0.1606499071861
  600.00      -0.1677835008225
  650.00      -0.1750754494236
  700.00      -0.1825138077980
  750.00      -0.1900873359550
  800.00      -0.1977882688446
  850.00      -0.2056078161108
  900.00      -0.2135404354481
  950.00      -0.2215775785453
 1000.00      -0.2297147418476
 1050.00      -0.2379468807081
 1100.00      -0.2462695133030
 1150.00      -0.2546786142330
 1200.00      -0.2631704340146
 1250.00      -0.2717413339725
 1300.00      -0.2803880645483
 1350.00      -0.2891081213237
 1400.00      -0.2979507264875
 1450.00      -0.3068098848933
 1500.00      -0.3157342335212
 1550.00      -0.3247219169108
 1600.00      -0.3337691307270
 1650.00      -0.3428768249293
 1700.00      -0.3520425223777
 1750.00      -0.3612626027779
 1800.00      -0.3705390989798
 1850.00      -0.3798671104145
 1900.00      -0.3892478226879
 1950.00      -0.3986766878344
 2000.00      -0.4081548140031
 2050.00      -0.4176806492054
 2100.00      -0.4272527361973
 2150.00      -0.4368701370656
 2200.00      -0.4465321905421
 2250.00      -0.4562373497623
 2300.00      -0.4659840799872
 2350.00      -0.4757737556547
