# V (a.u.^3)  Helmholtz Free Energy (Ry.)
# T= 0.000000 K
  57.9683     -0.109765312
  57.2259     -0.079842356
  56.4836     -0.050174475
  55.7413     -0.020633843
  55.0665      0.008813082
  54.4591      0.037585787
  53.7843      0.066671533
  53.2444      0.095693474
  52.6371      0.124125587
  52.0972      0.152873258
  51.5573      0.181076010
  51.0850      0.209272707
  50.5451      0.237638114
# T= 50.000000 K
  57.9683     -0.111031019
  57.2259     -0.081089395
  56.4836     -0.051403595
  55.7413     -0.021852172
  55.0665      0.007612992
  54.4591      0.036402651
  53.7843      0.065504624
  53.2444      0.094541951
  52.6371      0.122988312
  52.0972      0.151749705
  51.5573      0.179965379
  51.0850      0.208174525
  50.5451      0.236552096
# T= 100.000000 K
  57.9683     -0.114290125
  57.2259     -0.084320114
  56.4836     -0.054606949
  55.7413     -0.025038042
  55.0665      0.004454973
  54.4591      0.033270668
  53.7843      0.062397707
  53.2444      0.091458951
  52.6371      0.119927604
  52.0972      0.148710596
  51.5573      0.176946714
  51.0850      0.205175649
  50.5451      0.233572643
# T= 150.000000 K
  57.9683     -0.118526254
  57.2259     -0.088527318
  56.4836     -0.058786257
  55.7413     -0.029199419
  55.0665      0.000321992
  54.4591      0.029164251
  53.7843      0.058316884
  53.2444      0.087402565
  52.6371      0.115894014
  52.0972      0.144699108
  51.5573      0.172956159
  51.0850      0.201205369
  50.5451      0.229622274
# T= 200.000000 K
  57.9683     -0.123403677
  57.2259     -0.093375680
  56.4836     -0.063606586
  55.7413     -0.034001703
  55.0665     -0.004451756
  54.4591      0.024417204
  53.7843      0.053595565
  53.2444      0.082705817
  52.6371      0.111220190
  52.0972      0.140047517
  51.5573      0.168325627
  51.0850      0.196595238
  50.5451      0.225032179
# T= 250.000000 K
  57.9683     -0.128759451
  57.2259     -0.098702338
  56.4836     -0.068905156
  55.7413     -0.039282182
  55.0665     -0.009703642
  54.4591      0.019192072
  53.7843      0.048396217
  53.2444      0.077531094
  52.6371      0.106068444
  52.0972      0.134918055
  51.5573      0.163217274
  51.0850      0.191507337
  50.5451      0.219964366
# T= 300.000000 K
  57.9683     -0.134496943
  57.2259     -0.104410684
  56.4836     -0.074585387
  55.7413     -0.044944299
  55.0665     -0.015337137
  54.4591      0.013585359
  53.7843      0.042815313
  53.2444      0.071974843
  52.6371      0.100535195
  52.0972      0.129407116
  51.5573      0.157727471
  51.0850      0.186038011
  50.5451      0.214515153
# T= 350.000000 K
  57.9683     -0.140552096
  57.2259     -0.110436678
  56.4836     -0.080583250
  55.7413     -0.050924034
  55.0665     -0.021288235
  54.4591      0.007661059
  53.7843      0.036916839
  53.2444      0.066101036
  52.6371      0.094684406
  52.0972      0.123578653
  51.5573      0.151920158
  51.0850      0.180251189
  50.5451      0.208748458
# T= 400.000000 K
  57.9683     -0.146879308
  57.2259     -0.116734719
  56.4836     -0.086853151
  55.7413     -0.057175799
  55.0665     -0.027511352
  54.4591      0.001464749
  53.7843      0.030746365
  53.2444      0.059955240
  52.6371      0.088561636
  52.0972      0.117478218
  51.5573      0.145840882
  51.0850      0.174192413
  50.5451      0.202709820
# T= 450.000000 K
  57.9683     -0.153444444
  57.2259     -0.123270678
  56.4836     -0.093360962
  55.7413     -0.063665469
  55.0665     -0.033972368
  54.4591     -0.004969452
  53.7843      0.024338006
  53.2444      0.053571564
  52.6371      0.082200994
  52.0972      0.111139917
  51.5573      0.139523746
  51.0850      0.167895783
  50.5451      0.196433333
# T= 500.000000 K
  57.9683     -0.160220989
  57.2259     -0.130018042
  56.4836     -0.100080175
  55.7413     -0.070366536
  55.0665     -0.040644775
  54.4591     -0.011615042
  53.7843      0.017718263
  53.2444      0.046976510
  52.6371      0.075628977
  52.0972      0.104590245
  51.5573      0.132995244
  51.0850      0.161387792
  50.5451      0.189945489
# T= 550.000000 K
  57.9683     -0.167187754
  57.2259     -0.136955622
  56.4836     -0.106989600
  55.7413     -0.077257813
  55.0665     -0.047507390
  54.4591     -0.018450834
  53.7843      0.010908321
  53.2444      0.040191259
  52.6371      0.068866767
  52.0972      0.097850384
  51.5573      0.126276556
  51.0850      0.154689617
  50.5451      0.183267464
# T= 600.000000 K
  57.9683     -0.174327412
  57.2259     -0.144066093
  56.4836     -0.114071913
  55.7413     -0.084321975
  55.0665     -0.054542887
  54.4591     -0.025459507
  53.7843      0.003925500
  53.2444      0.033233132
  52.6371      0.061931683
  52.0972      0.090937651
  51.5573      0.119384998
  51.0850      0.147818575
  50.5451      0.176416575
# T= 650.000000 K
  57.9683     -0.181625533
  57.2259     -0.151335024
  56.4836     -0.121312684
  55.7413     -0.091544595
  55.0665     -0.061736840
  54.4591     -0.032626634
  53.7843     -0.003215772
  53.2444      0.026116557
  52.6371      0.054838153
  52.0972      0.083866474
  51.5573      0.112334997
  51.0850      0.140789091
  50.5451      0.169407246
# T= 700.000000 K
  57.9683     -0.189069909
  57.2259     -0.158750209
  56.4836     -0.128699709
  55.7413     -0.098913466
  55.0665     -0.069077042
  54.4591     -0.039940008
  53.7843     -0.010503290
  53.2444      0.018853735
  52.6371      0.047598378
  52.0972      0.076649053
  51.5573      0.105138754
  51.0850      0.133613368
  50.5451      0.162251678
# T= 750.000000 K
  57.9683     -0.196650082
  57.2259     -0.166301190
  56.4836     -0.136222528
  55.7413     -0.106418131
  55.0665     -0.076553037
  54.4591     -0.047389174
  53.7843     -0.017926599
  53.2444      0.011455126
  52.6371      0.040222815
  52.0972      0.069295846
  51.5573      0.097806726
  51.0850      0.126301860
  50.5451      0.154960328
# T= 800.000000 K
  57.9683     -0.204356990
  57.2259     -0.173978905
  56.4836     -0.143872079
  55.7413     -0.114049527
  55.0665     -0.084155762
  54.4591     -0.054965069
  53.7843     -0.025476636
  53.2444      0.003929788
  52.6371      0.032720526
  52.0972      0.061815914
  51.5573      0.090347974
  51.0850      0.118863629
  50.5451      0.147542254
# T= 850.000000 K
  57.9683     -0.212182704
  57.2259     -0.181775425
  56.4836     -0.151640435
  55.7413     -0.121799727
  55.0665     -0.091877291
  54.4591     -0.062659767
  53.7843     -0.033145475
  53.2444     -0.003714350
  52.6371      0.025099437
  52.0972      0.054217182
  51.5573      0.082770423
  51.0850      0.111306600
  50.5451      0.140005384
# T= 900.000000 K
  57.9683     -0.220120230
  57.2259     -0.189683756
  56.4836     -0.159520602
  55.7413     -0.129661737
  55.0665     -0.099710629
  54.4591     -0.070466273
  53.7843     -0.040926121
  53.2444     -0.011470296
  52.6371      0.017366541
  52.0972      0.046506644
  51.5573      0.075081067
  51.0850      0.103637766
  50.5451      0.132356709
# T= 950.000000 K
  57.9683     -0.228163352
  57.2259     -0.197697683
  56.4836     -0.167506363
  55.7413     -0.137629342
  55.0665     -0.107649560
  54.4591     -0.078378373
  53.7843     -0.048812361
  53.2444     -0.019331834
  52.6371      0.009528054
  52.0972      0.038690515
  51.5573      0.067286119
  51.0850      0.095863342
  50.5451      0.124602445
# T= 1000.000000 K
  57.9683     -0.236306509
  57.2259     -0.205811644
  56.4836     -0.175592159
  55.7413     -0.145696980
  55.0665     -0.115688525
  54.4591     -0.086390505
  53.7843     -0.056798632
