#T (K)    alpha (10^(-5) K^(-1))
#P= 600.000000 GPa
    0.0       0.0000000000000
   50.0       0.4705224034538
  100.0       0.5480703536011
  150.0       0.5345427786305
  200.0       0.5605100910269
  250.0       0.4843030915457
  300.0       0.4990699107690
  350.0       0.5596537668353
  400.0       0.4972171978139
  450.0       0.6412226799578
  500.0       0.1765669376544
  550.0       0.1736329272872
  600.0       0.6202090674089
  650.0       0.5020073502092
  700.0       0.5270042670852
  750.0       0.5174129837103
  800.0       0.5277398377162
  850.0       0.5310148767474
  900.0       0.5282240102606
  950.0       0.5224643697097
 1000.0       0.5233075955879
 1050.0       0.5226742906019
 1100.0       0.5216288589499
 1150.0       0.5245944109136
 1200.0       0.5122286151744
 1250.0       0.5559255245983
 1300.0       0.3895496081347
 1350.0       1.0095938940783
 1400.0       1.0161456512555
 1450.0       0.4036968413480
 1500.0       0.5768553181050
 1550.0       0.5185989815380
 1600.0       0.5246143258113
 1650.0       0.5348178610104
 1700.0       0.5366424743298
 1750.0       0.5288240707915
 1800.0       0.5296277181040
 1850.0       0.5360125771735
 1900.0       0.5251428825375
 1950.0       0.5233970292970
 2000.0       0.5292583704777
 2050.0       0.5288994287391
 2100.0       0.5264692578189
 2150.0       0.5276586064341
 2200.0       0.5267501053334
 2250.0       0.5206405219891
 2300.0       0.5381937299728
 2350.0       0.5271697908904
 2400.0       0.5099766139832
 2450.0       0.5260489618381
 2500.0       0.5280360058988
 2550.0       0.5172917777673
 2600.0       0.5340479707874
 2650.0       0.5191304543215
 2700.0       0.5109657043504
 2750.0       0.5394921755965
 2800.0       0.5193156080025
 2850.0       0.5092837650172
 2900.0       0.5281380600224
 2950.0       0.5225201301608
 3000.0       0.5188447386971
 3050.0       0.5180416855160
 3100.0       0.5143524352402
 3150.0       0.5218051686743
 3200.0       0.5222714311750
 3250.0       0.5316784171871
 3300.0       0.5096525235285
 3350.0       0.4883172946613
 3400.0       0.5261865854429
 3450.0       0.5264547433671
 3500.0       0.4306760336124
 3550.0       0.7285494099307
 3600.0      -0.2893923406201
 3650.0      -0.5963271750315
 3700.0       1.6233610119936
 3750.0       1.3269163143946
 3800.0       0.2982416516928
 3850.0       0.5771160306814
 3900.0       0.4706453284628
 3950.0       0.5267716873048
 4000.0       0.5107076370091
 4050.0       0.4831832365454
 4100.0       0.4944034996148
 4150.0       0.5179058381027
 4200.0       0.4390972621065
 4250.0       0.7547208343896
 4300.0      -0.4524981490857
 4350.0      -0.4667483553258
 4400.0       0.7300348981515
 4450.0       0.4357533807180
 4500.0       0.5095287619321
 4550.0       0.4768727633557
 4600.0       0.5002542532375
 4650.0       0.4950564569897
 4700.0       0.4901200196666
