# V (a.u.^3)     Thermal pressure (GPa)
# T=     0.0
 57.9683000000000       0.0000000000000
 57.8933181818182       0.0000000000000
 57.8183363636364       0.0000000000000
 57.7433545454545       0.0000000000000
 57.6683727272727       0.0000000000000
 57.5933909090909       0.0000000000000
 57.5184090909091       0.0000000000000
 57.4434272727273       0.0000000000000
 57.3684454545455       0.0000000000000
 57.2934636363636       0.0000000000000
 57.2184818181818       0.0000000000000
 57.1435000000000       0.0000000000000
 57.0685181818182       0.0000000000000
 56.9935363636364       0.0000000000000
 56.9185545454545       0.0000000000000
 56.8435727272727       0.0000000000000
 56.7685909090909       0.0000000000000
 56.6936090909091       0.0000000000000
 56.6186272727273       0.0000000000000
 56.5436454545455       0.0000000000000
 56.4686636363636       0.0000000000000
 56.3936818181818       0.0000000000000
 56.3187000000000       0.0000000000000
 56.2437181818182       0.0000000000000
 56.1687363636364       0.0000000000000
 56.0937545454545       0.0000000000000
 56.0187727272727       0.0000000000000
 55.9437909090909       0.0000000000000
 55.8688090909091       0.0000000000000
 55.7938272727273       0.0000000000000
 55.7188454545455       0.0000000000000
 55.6438636363636       0.0000000000000
 55.5688818181818       0.0000000000000
 55.4939000000000       0.0000000000000
 55.4189181818182       0.0000000000000
 55.3439363636364       0.0000000000000
 55.2689545454545       0.0000000000000
 55.1939727272727       0.0000000000000
 55.1189909090909       0.0000000000000
 55.0440090909091       0.0000000000000
 54.9690272727273       0.0000000000000
 54.8940454545455       0.0000000000000
 54.8190636363636       0.0000000000000
 54.7440818181818       0.0000000000000
 54.6691000000000       0.0000000000000
 54.5941181818182       0.0000000000000
 54.5191363636364       0.0000000000000
 54.4441545454545       0.0000000000000
 54.3691727272727       0.0000000000000
 54.2941909090909       0.0000000000000
 54.2192090909091       0.0000000000000
 54.1442272727273       0.0000000000000
 54.0692454545455       0.0000000000000
 53.9942636363636       0.0000000000000
 53.9192818181818       0.0000000000000
 53.8443000000000       0.0000000000000
 53.7693181818182       0.0000000000000
 53.6943363636364       0.0000000000000
 53.6193545454545       0.0000000000000
 53.5443727272727       0.0000000000000
 53.4693909090909       0.0000000000000
 53.3944090909091       0.0000000000000
 53.3194272727273       0.0000000000000
 53.2444454545455       0.0000000000000
 53.1694636363636       0.0000000000000
 53.0944818181818       0.0000000000000
 53.0195000000000       0.0000000000000
 52.9445181818182       0.0000000000000
 52.8695363636364       0.0000000000000
 52.7945545454545       0.0000000000000
 52.7195727272727       0.0000000000000
 52.6445909090909       0.0000000000000
 52.5696090909091       0.0000000000000
 52.4946272727273       0.0000000000000
 52.4196454545455       0.0000000000000
 52.3446636363636       0.0000000000000
 52.2696818181818       0.0000000000000
 52.1947000000000       0.0000000000000
 52.1197181818182       0.0000000000000
 52.0447363636364       0.0000000000000
 51.9697545454545       0.0000000000000
 51.8947727272727       0.0000000000000
 51.8197909090909       0.0000000000000
 51.7448090909091       0.0000000000000
 51.6698272727273       0.0000000000000
 51.5948454545454       0.0000000000000
 51.5198636363636       0.0000000000000
 51.4448818181818       0.0000000000000
 51.3699000000000       0.0000000000000
 51.2949181818182       0.0000000000000
 51.2199363636364       0.0000000000000
 51.1449545454545       0.0000000000000
 51.0699727272727       0.0000000000000
 50.9949909090909       0.0000000000000
 50.9200090909091       0.0000000000000
 50.8450272727273       0.0000000000000
 50.7700454545455       0.0000000000000
 50.6950636363636       0.0000000000000
 50.6200818181818       0.0000000000000
 50.5451000000000       0.0000000000000
# T=    50.0
 57.9683000000000       0.3320231856088
 57.8933181818182       0.3325417910236
 57.8183363636364       0.3330610170532
 57.7433545454545       0.3335805207264
 57.6683727272727       0.3341002775451
 57.5933909090909       0.3346206059826
 57.5184090909091       0.3351411140720
 57.4434272727273       0.3356621447846
 57.3684454545455       0.3361832979868
 57.2934636363636       0.3367048268244
 57.2184818181818       0.3372267394633
 57.1435000000000       0.3377490277376
 57.0685181818182       0.3382716018212
 56.9935363636364       0.3387943718886
 56.9185545454545       0.3393175420894
 56.8435727272727       0.3398408837758
 56.7685909090909       0.3403644622757
 56.6936090909091       0.3408882857552
 56.6186272727273       0.3414125910280
 56.5436454545455       0.3419369697946
 56.4686636363636       0.3424616507025
 56.3936818181818       0.3429864622664
 56.3187000000000       0.3435113963200
 56.2437181818182       0.3440365916850
 56.1687363636364       0.3445622851754
 56.0937545454545       0.3450877990139
 56.0187727272727       0.3456135578319
 55.9437909090909       0.3461395126337
 55.8688090909091       0.3466655980915
 55.7938272727273       0.3471917815407
 55.7188454545455       0.3477182181356
 55.6438636363636       0.3482448017184
 55.5688818181818       0.3487713934670
 55.4939000000000       0.3492979443857
 55.4189181818182       0.3498248056119
 55.3439363636364       0.3503516015104
 55.2689545454545       0.3508785362302
 55.1939727272727       0.3514054219544
 55.1189909090909       0.3519324709982
 55.0440090909091       0.3524592750626
 54.9690272727273       0.3529864139323
 54.8940454545455       0.3535133486523
 54.8190636363636       0.3540403487003
 54.7440818181818       0.3545673160843
 54.6691000000000       0.3550941773105
 54.5941181818182       0.3556209487109
 54.5191363636364       0.3561477772732
 54.4441545454545       0.3566744425157
 54.3691727272727       0.3572009036086
 54.2941909090909       0.3577272667096
 54.2192090909091       0.3582537767985
 54.1442272727273       0.3587798377580
 54.0692454545455       0.3593059150496
 53.9942636363636       0.3598318126894
 53.9192818181818       0.3603572530342
 53.8443000000000       0.3608827097108
 53.7693181818182       0.3614079867359
 53.6943363636364       0.3619329861174
 53.6193545454545       0.3624576098633
 53.5443727272727       0.3629819396340
 53.4693909090909       0.3635062939027
 53.3944090909091       0.3640300847181
 53.3194272727273       0.3645534672346
 53.2444454545455       0.3650766292692
 53.1694636363636       0.3655993421747
 53.0944818181818       0.3661218182666
 53.0195000000000       0.3666438778934
 52.9445181818182       0.3671655455527
 52.8695363636364       0.3676865272693
 52.7945545454545       0.3682074028278
 52.7195727272727       0.3687276087759
 52.6445909090909       0.3692473247646
 52.5696090909091       0.3697666161222
 52.4946272727273       0.3702851807070
 52.4196454545455       0.3708033533245
 52.3446636363636       0.3713210033188
 52.2696818181818       0.3718380980262
 52.1947000000000       0.3723544414629
 52.1197181818182       0.3728701561188
 52.0447363636364       0.3733852583257
 51.9697545454545       0.3738996582578
 51.8947727272727       0.3744132089274
 51.8197909090909       0.3749262696379
 51.7448090909091       0.3754385545799
 51.6698272727273       0.3759498922675
 51.5948454545454       0.3764605113482
 51.5198636363636       0.3769704363202
 51.4448818181818       0.3774793895398
 51.3699000000000       0.3779874526672
 51.2949181818182       0.3784945113783
 51.2199363636364       0.3790010474662
 51.1449545454545       0.3795061790047
 51.0699727272727       0.3800107307582
 50.9949909090909       0.3805141801035
 50.9200090909091       0.3810164208832
 50.8450272727273       0.3815176817444
 50.7700454545455       0.3820180361812
 50.6950636363636       0.3825170922264
 50.6200818181818       0.3830149233737
 50.5451000000000       0.3835116602789
# T=   100.0
 57.9683000000000       0.8211954647421
 57.8933181818182       0.8235087578123
 57.8183363636364       0.8258142033704
 57.7433545454545       0.8281112216314
 57.6683727272727       0.8303997391012
 57.5933909090909       0.8326799190997
 57.5184090909091       0.8349508062067
 57.4434272727273       0.8372130945309
 57.3684454545455       0.8394660001375
 57.2934636363636       0.8417094087027
 57.2184818181818       0.8439433773888
 57.1435000000000       0.8461674978960
 57.0685181818182       0.8483816640668
 56.9935363636364       0.8505857044155
 56.9185545454545       0.8527792188086
 56.8435727272727       0.8549622235782
 56.7685909090909       0.8571343512552
 56.6936090909091       0.8592954711834
 56.6186272727273       0.8614453873794
 56.5436454545455       0.8635839773533
 56.4686636363636       0.8657108083080
 56.3936818181818       0.8678256515957
 56.3187000000000       0.8699284010587
 56.2437181818182       0.8720187790535
 56.1687363636364       0.8740968672400
 56.0937545454545       0.8761619388454
 56.0187727272727       0.8782138958778
 55.9437909090909       0.8802525750176
 55.8688090909091       0.8822779191032
 55.7938272727273       0.8842892830210
 55.7188454545455       0.8862869199171
 55.6438636363636       0.8882702010106
 55.5688818181818       0.8902388078277
 55.4939000000000       0.8921924463933
 55.4189181818182       0.8941314923427
 55.3439363636364       0.8960550147536
 55.2689545454545       0.8979629237996
 55.1939727272727       0.8998551459872
 55.1189909090909       0.9017311015317
 55.0440090909091       0.9035906842751
 54.9690272727273       0.9054336247397
 54.8940454545455       0.9072596534478
 54.8190636363636       0.9090684192627
 54.7440818181818       0.9108594648886
 54.6691000000000       0.9126328556538
 54.5941181818182       0.9143882159224
 54.5191363636364       0.9161249414121
 54.4441545454545       0.9178429912926
 54.3691727272727       0.9195418184430
 54.2941909090909       0.9212214065311
 54.2192090909091       0.9228814452498
 54.1442272727273       0.9245213384819
 54.0692454545455       0.9261410617295
 53.9942636363636       0.9277399943777
 53.9192818181818       0.9293179731070
 53.8443000000000       0.9308745242899
 53.7693181818182       0.9324094846069
 53.6943363636364       0.9339223885964
 53.6193545454545       0.9354129014537
 53.5443727272727       0.9368807210367
 53.4693909090909       0.9383256186983
 53.3944090909091       0.9397468921634
 53.3194272727273       0.9411444434404
 53.2444454545455       0.9425177335739
 53.1694636363636       0.9438664277588
 53.0944818181818       0.9451901503598
 53.0195000000000       0.9464886074013
 52.9445181818182       0.9477612925920
 52.8695363636364       0.9490078466288
 52.7945545454545       0.9502281633537
 52.7195727272727       0.9514211240270
 52.6445909090909       0.9525870226239
 52.5696090909091       0.9537250997078
 52.4946272727273       0.9548348244895
 52.4196454545455       0.9559161806371
 52.3446636363636       0.9569683433863
 52.2696818181818       0.9579912392429
 52.1947000000000       0.9589839372848
 52.1197181818182       0.9599464211799
 52.0447363636364       0.9608780621472
 51.9697545454545       0.9617782967338
 51.8947727272727       0.9626469697862
 51.8197909090909       0.9634834361910
 51.7448090909091       0.9642871814918
 51.6698272727273       0.9650575687410
 51.5948454545454       0.9657944182875
 51.5198636363636       0.9664972238398
 51.4448818181818       0.9671651932974
 51.3699000000000       0.9677979591912
 51.2949181818182       0.9683951213875
 51.2199363636364       0.9689561164336
 51.1449545454545       0.9694802910506
 51.0699727272727       0.9699673594288
 50.9949909090909       0.9704164478080
 50.9200090909091       0.9708272295486
 50.8450272727273       0.9711989697120
 50.7700454545455       0.9715315294762
 50.6950636363636       0.9718238554295
 50.6200818181818       0.9720755392723
 50.5451000000000       0.9722860910455
# T=   150.0
 57.9683000000000       1.3288034608278
 57.8933181818182       1.3325672289277
 57.8183363636364       1.3363193931621
 57.7433545454545       1.3400594962358
 57.6683727272727       1.3437873911608
 57.5933909090909       1.3475030044435
 57.5184090909091       1.3512056338092
 57.4434272727273       1.3548954752414
 57.3684454545455       1.3585717611375
