# T (K)      Entropy-ph (J K^-1 mol^-1)
# V = 131.930000 (a.u.^3)
 2500.0     104.1233812787290
 2600.0     106.0487134731753
 2700.0     107.9035272659287
 2800.0     109.6927347859158
 2900.0     111.4207592826712
 3000.0     113.0915969895258
 3100.0     114.7088696506615
 3200.0     116.2758693249984
 3300.0     117.7955967700217
 3400.0     119.2707944635024
 3500.0     120.7039751262171
 3600.0     122.0974464531549
 3700.0     123.4533326358646
 3800.0     124.7735931579475
 3900.0     126.0600392641932
 4000.0     127.3143484375533
 4100.0     128.5380771639524
 4200.0     129.7326722204715
 4300.0     130.8994806857798
 4400.0     132.0397588413672
 4500.0     133.1546801069232
 4600.0     134.2453421321976
 4700.0     135.3127731500887
 4800.0     136.3579376809205
 4900.0     137.3817416654228
 5000.0     138.3850370933882
 5100.0     139.3686261860396
 5200.0     140.3332651825406
 5300.0     141.2796677745813
 5400.0     142.2085082274100
 5500.0     143.1204242209143
 5600.0     144.0160194402397
 5700.0     144.8958659418828
 5800.0     145.7605063181389
 5900.0     146.6104556801037
 6000.0     147.4462034771284
# V = 72.747100 (a.u.^3)
    5.0       0.0000410421735
  100.0       1.8788037239165
  200.0       8.6733780465917
  300.0      16.2717646102472
  400.0      23.6818849400735
  500.0      30.6807729155100
  600.0      37.1683593193830
  700.0      43.1299605859538
  800.0      48.5966064813157
  900.0      53.6165222141788
 1000.0      58.2406542526680
 1100.0      62.5165706856708
 1200.0      66.4864278345697
 1300.0      70.1867183402086
 1400.0      73.6487196607812
 1500.0      76.8991600338350
 1600.0      79.9608980391620
 1700.0      82.8535381175280
 1800.0      85.5939597902148
 1900.0      88.1967613946256
 2000.0      90.6746276901541
 2100.0      93.0386328705298
 2200.0      95.2984900803186
 2300.0      97.4627571592514
 2400.0      99.5390067647731
 2500.0     101.5339675501096
 2600.0     103.4536418039440
 2700.0     105.3034039040923
 2800.0     107.0880830826374
 2900.0     108.8120333141637
 3000.0     110.4791925916919
 3100.0     112.0931334194718
 3200.0     113.6571060051459
 3300.0     115.1740753574150
 3400.0     116.6467532744178
 3500.0     118.0776260308909
 3600.0     119.4689784296483
 3700.0     120.8229147677875
 3800.0     122.1413771746762
 3900.0     123.4261617027846
 4000.0     124.6789324903036
 4100.0     125.9012342635237
 4200.0     127.0945034049561
 4300.0     128.2600777784524
 4400.0     129.3992054737524
 4500.0     130.5130526088769
 4600.0     131.6027103086979
 4700.0     132.6692009611698
 4800.0     133.7134838385287
 4900.0     134.7364601587740
 5000.0     135.7389776526031
 5100.0     136.7218346923415
 5200.0     137.6857840320501
 5300.0     138.6315362017079
 5400.0     139.5597625929721
 5500.0     140.4710982693885
 5600.0     141.3661445299199
 5700.0     142.2454712512206
 5800.0     143.1096190310827
 5900.0     143.9591011528869
 6000.0     144.7944053886330
# V = 67.550900 (a.u.^3)
    5.0       0.0000315678032
  100.0       1.5934067201559
  200.0       7.6836178212971
  300.0      14.6746555606173
  400.0      21.5443017256629
  500.0      28.1061433931269
  600.0      34.2621861906761
  700.0      39.9773619247139
  800.0      45.2605286947462
  900.0      50.1422942213060
 1000.0      54.6608750922498
 1100.0      58.8549049222301
 1200.0      62.7602900815157
 1300.0      66.4091172923329
 1400.0      69.8295192129273
 1500.0      73.0459473304754
 1600.0      76.0795877658496
 1700.0      78.9487988279895
 1800.0      81.6695189069269
 1900.0      84.2556264533328
 2000.0      86.7192489893701
 2100.0      89.0710245759030
 2200.0      91.3203214848933
 2300.0      93.4754222340569
 2400.0      95.5436777270558
 2500.0      97.5316365316661
 2600.0      99.4451535641138
 2700.0     101.2894817352571
 2800.0     103.0693494917400
 2900.0     104.7890266595680
 3000.0     106.4523805621192
 3100.0     108.0629240278102
 3200.0     109.6238566119873
 3300.0     111.1381001215076
 3400.0     112.6083293388003
 3500.0     114.0369986864835
 3600.0     115.4263654469184
 3700.0     116.7785100477624
 3800.0     118.0953538400923
 3900.0     119.3786747263880
 4000.0     120.6301209386628
 4100.0     121.8512232199837
 4200.0     123.0434056236595
 4300.0     124.2079951120154
 4400.0     125.3462301096788
 4500.0     126.4592681437426
 4600.0     127.5481926842318
 4700.0     128.6140192823641
 4800.0     129.6577010906334
 4900.0     130.6801338373553
 5000.0     131.6821603186225
 5100.0     132.6645744623802
 5200.0     133.6281250122771
 5300.0     134.5735188729192
 5400.0     135.5014241529624
 5500.0     136.4124729380204
 5600.0     137.3072638215072
 5700.0     138.1863642181980
 5800.0     139.0503124823982
 5900.0     139.8996198500948
 6000.0     140.7347722222702
# V = 62.624600 (a.u.^3)
    5.0       0.0000254495697
  100.0       1.4075015571834
  200.0       6.9050858155843
  300.0      13.3605947511938
  400.0      19.7322634245186
  500.0      25.8652581754152
  600.0      31.6788012915828
  700.0      37.1293846336364
  800.0      42.2096451006122
  900.0      46.9349895630732
 1000.0      51.3316738884177
 1100.0      55.4294791729032
 1200.0      59.2578891987492
 1300.0      62.8443408414114
 1400.0      66.2135795719482
 1500.0      69.3875647453227
 1600.0      72.3856275090728
 1700.0      75.2247286786493
 1800.0      77.9197411250825
 1900.0      80.4837214471603
 2000.0      82.9281562457795
 2100.0      85.2631785410748
 2200.0      87.4977547350128
 2300.0      89.6398446329303
 2400.0      91.6965377644003
 2500.0      93.6741693004773
 2600.0      95.5784186201875
 2700.0      97.4143932220916
 2800.0      99.1867002994641
 2900.0     100.8995079428759
 3000.0     102.5565976187824
 3100.0     104.1614093013835
 3200.0     105.7170804056759
 3300.0     107.2264794778853
 3400.0     108.6922354402046
 3500.0     110.1167630549347
 3600.0     111.5022851641615
 3700.0     112.8508521710581
 3800.0     114.1643591544306
 3900.0     115.4445609464454
 4000.0     116.6930854522949
 4100.0     117.9114454479937
 4200.0     119.1010490570066
 4300.0     120.2632090767492
 4400.0     121.3991513011428
 4500.0     122.5100219645035
 4600.0     123.5968944144441
 4700.0     124.6607751065816
 4800.0     125.7026090012282
 4900.0     126.7232844315344
 5000.0     127.7236375034122
 5100.0     128.7044560797684
 5200.0     129.6664833948994
 5300.0     130.6104213391497
 5400.0     131.5369334490097
 5500.0     132.4466476335510
 5600.0     133.3401586644197
 5700.0     134.2180304534049
 5800.0     135.0807981388250
 5900.0     135.9289699995475
 6000.0     136.7630292133536
# V = 57.900800 (a.u.^3)
    5.0       0.0000213321142
  100.0       1.3067219082406
  200.0       6.3238672844084
  300.0      12.3162013153344
  400.0      18.2462578393907
  500.0      23.9785281796200
  600.0      29.4574635669785
  700.0      34.6415301732669
  800.0      39.5134722678941
  900.0      44.0765196679784
 1000.0      48.3461930156830
 1100.0      52.3437981600326
 1200.0      56.0924093758945
 1300.0      59.6146890491912
 1400.0      62.9318333582391
 1500.0      66.0631514225765
 1600.0      69.0259802572453
 1700.0      71.8357663956507
 1800.0      74.5062215406978
 1900.0      77.0495031081001
 2000.0      79.4763946718080
 2100.0      81.7964744894887
 2200.0      84.0182673302362
 2300.0      86.1493784881796
 2400.0      88.1966106749555
 2500.0      90.1660652915322
 2600.0      92.0632298566683
 2700.0      93.8930533751118
 2800.0      95.6600113056059
 2900.0      97.3681616133894
 3000.0      99.0211932042784
 3100.0     100.6224678575231
 3200.0     102.1750566113803
 3300.0     103.6817714117700
 3400.0     105.1451927104868
 3500.0     106.5676935937877
 3600.0     107.9514609327300
 3700.0     109.2985139712608
 3800.0     110.6107207046748
 3900.0     111.8898123478294
 4000.0     113.1373961478017
 4100.0     114.3549667581011
 4200.0     115.5439163599375
 4300.0     116.7055436894162
 4400.0     117.8410621070354
 4500.0     118.9516068268480
 4600.0     120.0382414065223
 4700.0     121.1019635858418
 4800.0     122.1437105495174
 4900.0     123.1643636802340
 5000.0     124.1647528593376
 5100.0     125.1456603652603
 5200.0     126.1078244135216
 5300.0     127.0519423767178
 5400.0     127.9786737182628
 5500.0     128.8886426695931
 5600.0     129.7824406770551
 5700.0     130.6606286416457
 5800.0     131.5237389721283
 5900.0     132.3722774697343
 6000.0     133.2067250606344
# V = 53.446900 (a.u.^3)
    5.0       0.0000193958025
  100.0       1.3170367451731
  200.0       5.9666732780107
  300.0      11.5453567062818
  400.0      17.0707908635815
  500.0      22.4164011175938
  600.0      27.5540510355771
  700.0      32.4529701167817
  800.0      37.0929017744043
  900.0      41.4688275792106
 1000.0      45.5874460285765
 1100.0      49.4623862979902
 1200.0      53.1105516735593
 1300.0      56.5498069996583
 1400.0      59.7976658423279
 1500.0      62.8706171772897
 1600.0      65.7838316527245
 1700.0      68.5510816515878
 1800.0      71.1847753971547
 1900.0      73.6960471081040
 2000.0      76.0948704129048
 2100.0      78.3901770636119
 2200.0      80.5899715705709
 2300.0      82.7014372693294
 2400.0      84.7310320638159
 2500.0      86.6845735721462
 2600.0      88.5673141649012
 2700.0      90.3840067408926
 2800.0      92.1389622131850
 2900.0      93.8360996833156
 3000.0      95.4789902246221
 3100.0      97.0708951106796
 3200.0      98.6147992311019
 3300.0     100.1134403445984
 3400.0     101.5693347332775
 3500.0     102.9847997448878
 3600.0     104.3619736415816
 3700.0     105.7028331145385
 3800.0     107.0092087727017
 3900.0     108.2827988700668
 4000.0     109.5251814985272
 4100.0     110.7378254413399
 4200.0     111.9220998550632
 4300.0     113.0792829246302
 4400.0     114.2105696164508
 4500.0     115.3170786375732
 4600.0     116.3998586945293
 4700.0     117.4598941331612
 4800.0     118.4981100301717
 4900.0     119.5153767980765
 5000.0     120.5125143574453
 5100.0     121.4902959236061
 5200.0     122.4494514491927
 5300.0     123.3906707589088
 5400.0     124.3146064085359
 5500.0     125.2218762964471
 5600.0     126.1130660526101
 5700.0     126.9887312272037
 5800.0     127.8493992984807
 5900.0     128.6955715173223
 6000.0     129.5277246040210
# V = 49.262900 (a.u.^3)
    5.0       0.0052758716120
  100.0       1.6496749193844
  200.0       6.0758439998496
  300.0      11.3003911339122
  400.0      16.4664947673387
  500.0      21.4530230340408
  600.0      26.2564641900152
  700.0      30.8625912104094
  800.0      35.2546429967830
  900.0      39.4238628140451
 1000.0      43.3707492539916
 1100.0      47.1026320942012
 1200.0      50.6308993386788
 1300.0      53.9688818446424
 1400.0      57.1304706788216
 1500.0      60.1292948337282
 1600.0      62.9782740900037
 1700.0      65.6894063591699
 1800.0      68.2736947877302
 1900.0      70.7411544241404
 2000.0      73.1008614696774
 2100.0      75.3610229683156
 2200.0      77.5290540081028
 2300.0      79.6116551348830
 2400.0      81.6148860690120
 2500.0      83.5442338279649
 2600.0      85.4046745295140
 2700.0      87.2007288128001
 2800.0      88.9365111712388
 2900.0      90.6157736659985
 3000.0      92.2419445573346
 3100.0      93.8181623993028
 3200.0      95.3473061189516
 3300.0      96.8320215605442
 3400.0      98.2747449283607
 3500.0      99.6777235137283
 3600.0     101.0430340461179
 3700.0     102.3725989659354
 3800.0     103.6682008786303
 3900.0     104.9314954160259
 4000.0     106.1640227011791
 4100.0     107.3672175872605
 4200.0     108.5424188185293
 4300.0     109.6908772420794
 4400.0     110.8137631822663
 4500.0     111.9121730752472
 4600.0     112.9871354485784
 4700.0     114.0396163200236
 4800.0     115.0705240804143
 4900.0     116.0807139173426
 5000.0     117.0709918295013
 5100.0     118.0421182754388
 5200.0     118.9948114952537
 5300.0     119.9297505392011
 5400.0     120.8475780332105
 5500.0     121.7489027078592
 5600.0     122.6343017143284
 5700.0     123.5043227482226
 5800.0     124.3594859998232
 5900.0     125.2002859473154
 6000.0     126.0271930077402
