# T (K)      C-ph_V_V (J K^-1 mol^-1)
# V = 131.930000 (a.u.^3)
 3600.0      49.6469040195328
 3700.0      49.6566184314939
 3800.0      49.6655794576644
 3900.0      49.6738629558817
 4000.0      49.6815354805082
 4100.0      49.6886556175333
 4200.0      49.6952751015779
 4300.0      49.7014397545550
 4400.0      49.7071902777729
 4500.0      49.7125629230434
 4600.0      49.7175900634475
 4700.0      49.7223006805345
 4800.0      49.7267207816411
 4900.0      49.7308737585466
 5000.0      49.7347806966984
 5100.0      49.7384606426366
 5200.0      49.7419308359499
 5300.0      49.7452069110366
 5400.0      49.7483030730774
 5500.0      49.7512322519169
 5600.0      49.7540062369676
 5700.0      49.7566357957619
 5800.0      49.7591307783779
 5900.0      49.7615002096301
 6000.0      49.7637523706353
# V = 96.163900 (a.u.^3)
    5.0       0.0001929286189
  100.0       7.8732443179661
  200.0      21.0003145566731
  300.0      30.4679890468735
  400.0      36.6015035472178
  500.0      40.4515396920809
  600.0      42.9240772766169
  700.0      44.5726405756521
  800.0      45.7141551486640
  900.0      46.5319452115375
 1000.0      47.1354234830257
 1100.0      47.5922590575810
 1200.0      47.9457719311835
 1300.0      48.2245854119194
 1400.0      48.4481572193895
 1500.0      48.6300540834323
 1600.0      48.7799514778606
 1700.0      48.9048903490565
 1800.0      49.0100878827923
 1900.0      49.0994731900619
 2000.0      49.1760490015021
 2100.0      49.2421407492209
 2200.0      49.2995712106389
 2300.0      49.3497849891927
 2400.0      49.3939385864222
 2500.0      49.4329664844416
 2600.0      49.4676302499436
 2700.0      49.4985554540381
 2800.0      49.5262597354382
 2900.0      49.5511743485841
 3000.0      49.5736608657787
 3100.0      49.5940242373759
 3200.0      49.6125230883468
 3300.0      49.6293778986873
 3400.0      49.6447775496495
 3500.0      49.6588845979095
 3600.0      49.6718395520938
 3700.0      49.6837643613364
 3800.0      49.6947652773035
 3900.0      49.7049352148960
 4000.0      49.7143557094076
 4100.0      49.7230985470044
 4200.0      49.7312271293170
 4300.0      49.7387976205189
 4400.0      49.7458599155887
 4500.0      49.7524584608911
 4600.0      49.7586329522430
 4700.0      49.7644189309151
 4800.0      49.7698482942593
 4900.0      49.7749497346478
 5000.0      49.7797491179876
 5100.0      49.7842698111303
 5200.0      49.7885329659037
 5300.0      49.7925577662092
 5400.0      49.7963616435689
 5500.0      49.7999604656408
 5600.0      49.8033687015064
 5700.0      49.8065995669425
 5800.0      49.8096651523979
 5900.0      49.8125765359892
 6000.0      49.8153438834838
# V = 89.955400 (a.u.^3)
    5.0       0.0001540144834
  100.0       6.8169355713211
  200.0      19.0357548194386
  300.0      28.2548099857574
  400.0      34.6669102211805
  500.0      38.8899843641905
  600.0      41.6839616457421
  700.0      43.5824759576033
  800.0      44.9137529840206
  900.0      45.8758770878211
 1000.0      46.5903500034941
 1100.0      47.1337400046076
 1200.0      47.5557271963973
 1300.0      47.8894661677117
 1400.0      48.1576670355519
 1500.0      48.3762585631911
 1600.0      48.5566546090389
 1700.0      48.7071930023072
 1800.0      48.8340713251149
 1900.0      48.9419692334126
 2000.0      49.0344708963641
 2100.0      49.1143572043628
 2200.0      49.1838114169508
 2300.0      49.2445662077316
 2400.0      49.2980103530261
 2500.0      49.3452671892283
 2600.0      49.3872530314064
 2700.0      49.4247211751146
 2800.0      49.4582953953825
 2900.0      49.4884957045714
 3000.0      49.5157583423006
 3100.0      49.5404514238547
 3200.0      49.5628872895723
 3300.0      49.5833323249813
 3400.0      49.6020148255687
 3500.0      49.6191313379322
 3600.0      49.6348518049073
 3700.0      49.6493237652483
 3800.0      49.6626758009890
 3900.0      49.6750203824104
 4000.0      49.6864562277990
 4100.0      49.6970702701800
 4200.0      49.7069393039931
 4300.0      49.7161313698054
 4400.0      49.7247069235688
 4500.0      49.7327198278572
 4600.0      49.7402181953614
 4700.0      49.7472451092582
 4800.0      49.7538392405509
 4900.0      49.7600353788671
 5000.0      49.7658648902948
 5100.0      49.7713561134853
 5200.0      49.7765347033486
 5300.0      49.7814239301116
 5400.0      49.7860449402383
 5500.0      49.7904169846665
 5600.0      49.7945576189535
 5700.0      49.7984828792122
 5800.0      49.8022074371233
 5900.0      49.8057447368192
 6000.0      49.8091071160209
# V = 83.949400 (a.u.^3)
    5.0       0.0001204987244
  100.0       5.8907203633051
  200.0      17.3077250536378
  300.0      26.1258119001012
  400.0      32.6727723595540
  500.0      37.2095657273810
  600.0      40.3118511310816
  700.0      42.4657169372544
  800.0      43.9981345872725
  900.0      45.1169294904404
 1000.0      45.9538707648323
 1100.0      46.5938927585167
 1200.0      47.0929995483228
 1300.0      47.4890150009789
 1400.0      47.8080843523136
 1500.0      48.0686763366762
 1600.0      48.2840997612208
 1700.0      48.4641212070569
 1800.0      48.6160275079238
 1900.0      48.7453379414481
 2000.0      48.8562908131642
 2100.0      48.9521818461793
 2200.0      49.0356034059277
 2300.0      49.1086162084768
 2400.0      49.1728743118393
 2500.0      49.2297172925806
 2600.0      49.2802390481756
 2700.0      49.3253397313410
 2800.0      49.3657653628593
 2900.0      49.4021383413895
 3000.0      49.4349811564565
 3100.0      49.4647349759887
 3200.0      49.4917743326836
 3300.0      49.5164188150224
 3400.0      49.5389424394770
 3500.0      49.5595812137141
 3600.0      49.5785392781923
 3700.0      49.5959939228672
 3800.0      49.6120997079679
 3900.0      49.6269918667940
 4000.0      49.6407891297554
 4100.0      49.6535960792830
 4200.0      49.6655051224596
 4300.0      49.6765981505687
 4400.0      49.6869479410038
 4500.0      49.6966193461897
 4600.0      49.7056703056597
 4700.0      49.7141527106852
 4800.0      49.7221131454745
 4900.0      49.7295935246518
 5000.0      49.7366316432587
 5100.0      49.7432616527181
 5200.0      49.7495144739223
 5300.0      49.7554181567541
 5400.0      49.7609981938242
 5500.0      49.7662777949652
 5600.0      49.7712781279873
 5700.0      49.7760185303484
 5800.0      49.7805166956836
 5900.0      49.7847888385462
 6000.0      49.7888498402193
# V = 78.213300 (a.u.^3)
    5.0       0.0000956378093
  100.0       5.1343405816393
  200.0      15.8190920355028
  300.0      24.1335844694763
  400.0      30.6617281016573
  500.0      35.4283193502287
  600.0      38.8071901769488
  700.0      41.2102923382935
  800.0      42.9484711629403
  900.0      44.2323580235647
 1000.0      45.2009765883692
 1100.0      45.9464029659125
 1200.0      46.5305328515822
 1300.0      46.9957685640096
 1400.0      47.3717391191493
 1500.0      47.6795513574925
 1600.0      47.9345173739506
