# T (K)      fittedC_V_V (J K^-1 mol^-1)
# V= 131.930000 (a.u.^3)
 3100.0      49.7471561562644
 3200.0      49.7438825735099
 3300.0      49.7672449210483
 3400.0      49.7630413829508
 3500.0      49.7576187357713
 3600.0      49.7924151149135
 3700.0      49.7487704413829
 3800.0      49.8009149105428
 3900.0      49.7694976917915
 4000.0      49.7854690535259
 4100.0      49.7910125490294
 4200.0      49.7938975751598
 4300.0      49.7717007159586
 4400.0      49.8151919270738
 4500.0      49.7789160101927
 4600.0      49.8059434856918
 4700.0      49.8116497999831
 4800.0      49.7811032779921
 4900.0      49.8154889816709
 5000.0      49.7980780573627
 5100.0      49.8001243719927
 5200.0      49.8101348006210
 5300.0      49.8088221623233
 5400.0      49.8074227629863
 5500.0      49.7996212675258
 5600.0      49.8067608650825
 5700.0      49.8300016183967
 5800.0      49.7832919262534
 5900.0      49.8210760431517
 6000.0      49.8310449565748
# V= 126.919873 (a.u.^3)
    0.0       0.0000000000000
  100.0      15.9246705483899
  200.0      36.7190435472267
  300.0      40.6370529651473
  400.0      44.8663429443703
  500.0      46.1540195242678
  600.0      47.2760911828787
  700.0      47.8771397271157
  800.0      48.3244053035238
  900.0      48.6286775319364
 1000.0      48.8528795397025
 1100.0      49.0254088357419
 1200.0      49.1530916895713
 1300.0      49.2555496782553
 1400.0      49.3378436504006
 1500.0      49.4042722523787
 1600.0      49.4585003383376
 1700.0      49.5032764635075
 1800.0      49.5390344793003
 1900.0      49.5756725208514
 2000.0      49.5965438234369
 2100.0      49.6249963783579
 2200.0      49.6448500523346
 2300.0      49.6592521605751
 2400.0      49.6814211365628
 2500.0      49.6852392471271
 2600.0      49.7062998486997
 2700.0      49.7127741219001
 2800.0      49.7191407591344
 2900.0      49.7380621848616
 3000.0      49.7337277716209
 3100.0      49.7468403441697
 3200.0      49.7436794965353
 3300.0      49.7669061252759
 3400.0      49.7628081912417
 3500.0      49.7574728005615
 3600.0      49.7920555327078
 3700.0      49.7487969334161
 3800.0      49.8005764548692
 3900.0      49.7694447452624
 4000.0      49.7853268510224
 4100.0      49.7908690722589
 4200.0      49.7937549217588
 4300.0      49.7717687378219
 4400.0      49.8149420411626
 4500.0      49.7789875473234
 4600.0      49.8058119437540
 4700.0      49.8115242224247
 4800.0      49.7811988212089
 4900.0      49.8153689617472
 5000.0      49.7981100458888
 5100.0      49.8001375062786
 5200.0      49.8101333978818
 5300.0      49.8087882592312
 5400.0      49.8074676675946
 5500.0      49.7997070335822
 5600.0      49.8068224422262
 5700.0      49.8299056861306
 5800.0      49.7835361704203
 5900.0      49.8211001341378
 6000.0      49.8308412888109
# V= 126.084852 (a.u.^3)
    0.0       0.0000000000000
  100.0      15.8961936116361
  200.0      36.6785808579241
  300.0      40.6112920989771
  400.0      44.8486723832142
  500.0      46.1427361329491
  600.0      47.2681137430524
  700.0      47.8713194773610
  800.0      48.3199287114306
  900.0      48.6251255094529
 1000.0      48.8499954608056
 1100.0      49.0229829985968
 1200.0      49.1510525575369
 1300.0      49.2537951700990
 1400.0      49.3363146024931
 1500.0      49.4029263771852
 1600.0      49.4573089046886
 1700.0      49.5022158359282
 1800.0      49.5380969640856
 1900.0      49.5747953331154
 2000.0      49.5957931903717
 2100.0      49.6242810517514
 2200.0      49.6441981181772
 2300.0      49.6586801879687
 2400.0      49.6808500922142
 2500.0      49.6847804599032
 2600.0      49.7058169961653
 2700.0      49.7123579297840
 2800.0      49.7187773374070
 2900.0      49.7376564800401
 3000.0      49.7334355550579
 3100.0      49.7465221274722
 3200.0      49.7434744746553
 3300.0      49.7665649851260
 3400.0      49.7625730783945
 3500.0      49.7573253247249
 3600.0      49.7916936788389
 3700.0      49.7488225910764
 3800.0      49.8002358904965
 3900.0      49.7693907550168
 4000.0      49.7851833191415
 4100.0      49.7907242808186
 4200.0      49.7936109964250
 4300.0      49.7718362620363
 4400.0      49.8146905436284
 4500.0      49.7790586369678
 4600.0      49.8056792622263
 4700.0      49.8113975093368
 4800.0      49.7812940926439
 4900.0      49.8152478650751
 5000.0      49.7981415243537
 5100.0      49.8001501008944
 5200.0      49.8101313551188
 5300.0      49.8087536831862
 5400.0      49.8075121271419
 5500.0      49.7997925545187
 5600.0      49.8068836709221
 5700.0      49.8298088320243
 5800.0      49.7837807620325
 5900.0      49.8211237598991
 6000.0      49.8306363154011
# V= 125.249830 (a.u.^3)
    0.0       0.0000000000000
  100.0      15.8675864672926
  200.0      36.6379195968972
  300.0      40.5853891053842
  400.0      44.8308948413015
  500.0      46.1313780472102
  600.0      47.2600806751338
  700.0      47.8654570828174
  800.0      48.3154190421056
  900.0      48.6215469358376
 1000.0      48.8470896574759
 1100.0      49.0205389564400
 1200.0      49.1489980715953
 1300.0      49.2520274932067
 1400.0      49.3347741282716
 1500.0      49.4015704961517
 1600.0      49.4561086460012
 1700.0      49.5011473742647
 1800.0      49.5371524948278
 1900.0      49.5739117808031
 2000.0      49.5950369607379
 2100.0      49.6235605289677
 2200.0      49.6435414524373
 2300.0      49.6581039713362
 2400.0      49.6802749885400
 2500.0      49.6843181707378
 2600.0      49.7053306960038
 2700.0      49.7119386484997
 2800.0      49.7184111259727
 2900.0      49.7372479314182
 3000.0      49.7331409829221
 3100.0      49.7462015503880
 3200.0      49.7432675312185
 3300.0      49.7662215512006
 3400.0      49.7623360753554
 3500.0      49.7571763233415
 3600.0      49.7913296099930
 3700.0      49.7488473975360
 3800.0      49.7998932712603
 3900.0      49.7693357205776
 4000.0      49.7850384750517
 4100.0      49.7905781924254
