# T (K)      fittedE (Ry.)      P (GPa)
# V = 131.930000 (a.u.^3)
    0.0      -0.8215981749983     -10.8675960490014
  100.0      -0.8210153305667     -10.7819292906497
  200.0      -0.8190243585022     -10.3432624566717
  300.0      -0.8160001209260      -9.6612862921407
  400.0      -0.8127027049185      -8.8580157619506
  500.0      -0.8092028451562      -7.9963389995346
  600.0      -0.8056214902242      -7.1045047459344
  700.0      -0.8019796935534      -6.1955566116399
  800.0      -0.7983018097404      -5.2760108408600
  900.0      -0.7945978578771      -4.3494326702523
 1000.0      -0.7908756464693      -3.4179317495376
 1100.0      -0.7871397085547      -2.4828437889837
 1200.0      -0.7833933806182      -1.5450374208129
 1300.0      -0.7796391146356      -0.6051318227190
 1400.0      -0.7758784624103       0.3364347531820
 1500.0      -0.7721126697684       1.2793433108277
 1600.0      -0.7683427115109       2.2233527086628
 1700.0      -0.7645693401213       3.1682752270099
 1800.0      -0.7607932033818       4.1139610853608
 1900.0      -0.7570145634892       5.0602901294030
 2000.0      -0.7532339452854       6.0071761099964
 2100.0      -0.7494516453009       6.9545296422625
 2200.0      -0.7456676563629       7.9022962427451
 2300.0      -0.7418825087861       8.8504232571691
 2400.0      -0.7380960932921       9.7988607260343
 2500.0      -0.7343087937121      10.7475793334524
 2600.0      -0.7305206554535      11.6965328272809
 2700.0      -0.7267315415069      12.6457057738070
 2800.0      -0.7229420290592      13.5950679098879
 2900.0      -0.7191516184557      14.5445949008864
 3000.0      -0.7153607090230      15.4942817492195
 3100.0      -0.7115695391820      16.4440966728710
 3200.0      -0.7077780450448      17.3940273575347
 3300.0      -0.7039858305083      18.3440513140861
 3400.0      -0.7001929041580      19.2941864097018
 3500.0      -0.6964004126981      20.2444068561991
 3600.0      -0.6926068225484      21.1946953580207
 3700.0      -0.6888136004197      22.1450727547617
 3800.0      -0.6850201174300      23.0954819988466
 3900.0      -0.6812258235707      24.0459654390768
 4000.0      -0.6774321926241      24.9964847606479
 4100.0      -0.6736377410075      25.9470426420030
 4200.0      -0.6698429856050      26.8976429701514
 4300.0      -0.6660490151104      27.8482744760330
 4400.0      -0.6622542490061      28.7989105711984
 4500.0      -0.6584591994955      29.7495864183818
 4600.0      -0.6546645571619      30.7002658096030
 4700.0      -0.6508686371401      31.6509703847238
 4800.0      -0.6470737085301      32.6016981512438
 4900.0      -0.6432786638424      33.5524190909998
 5000.0      -0.6394829572016      34.5031541579109
 5100.0      -0.6356878763662      35.4538876242889
 5200.0      -0.6318923413306      36.4046168933502
 5300.0      -0.6280964722391      37.3553463910592
 5400.0      -0.6243007235412      38.3060788448549
 5500.0      -0.6205053545522      39.2568016791196
 5600.0      -0.6167100250339      40.2075068095274
 5700.0      -0.6129135146781      41.1582023204042
 5800.0      -0.6091179236737      42.1089001504209
 5900.0      -0.6053227209537      43.0595647938720
 6000.0      -0.6015256144992      44.0102237211333
# V = 131.094979 (a.u.^3)
    0.0      -0.8221563748749      -8.7907603450842
  100.0      -0.8215844825140      -8.7057757405072
  200.0      -0.8196186441191      -8.2700532833002
  300.0      -0.8166189685943      -7.5919285405587
  400.0      -0.8133372391721      -6.7924394333294
  500.0      -0.8098477547354      -5.9341981827235
  600.0      -0.8062732360755      -5.0454705150325
  700.0      -0.8026363144743      -4.1393758864210
  800.0      -0.7989620557293      -3.2224991843729
  900.0      -0.7952609242905      -2.2984563399844
 1000.0      -0.7915409705466      -1.3693925903418
 1100.0      -0.7878068928828      -0.4366684866411
 1200.0      -0.7840621284433       0.4988294880508
 1300.0      -0.7803091899382       1.4364696947461
 1400.0      -0.7765496862336       2.3758047027609
 1500.0      -0.7727848988908       3.3165084932852
 1600.0      -0.7690158277034       4.2583348781847
 1700.0      -0.7652432435220       5.2010921364488
 1800.0      -0.7614678051820       6.1446274334908
 1900.0      -0.7576897992399       7.0888182958584
 2000.0      -0.7539097500826       8.0335764329150
 2100.0      -0.7501279620443       8.9788111042284
 2200.0      -0.7463444508116       9.9244664707889
 2300.0      -0.7425597308921      10.8704888330752
 2400.0      -0.7387737144451      11.8168274149886
 2500.0      -0.7349867748706      12.7634522473619
 2600.0      -0.7311989651568      13.7103165390975
 2700.0      -0.7274101653492      14.6574043011956
 2800.0      -0.7236209251421      15.6046848785461
 2900.0      -0.7198307828215      16.5521337405283
 3000.0      -0.7160401173843      17.4997453016080
 3100.0      -0.7122491603500      18.4474877307732
 3200.0      -0.7084578489762      19.3953485993938
 3300.0      -0.7046658244371      20.3433054020135
 3400.0      -0.7008730996044      21.2913752545381
 3500.0      -0.6970807415862      22.2395325321048
 3600.0      -0.6932873284855      23.1877600371477
 3700.0      -0.6894942245571      24.1360778906556
 3800.0      -0.6857008499510      25.0844298616514
 3900.0      -0.6819066945336      26.0328573680142
 4000.0      -0.6781131316849      26.9813226828904
 4100.0      -0.6743187803767      27.9298280764240
 4200.0      -0.6705241254635      28.8783774029602
 4300.0      -0.6667301814514      29.8269594261029
 4400.0      -0.6629354782245      30.7755478513783
 4500.0      -0.6591404920703      31.7241772209056
 4600.0      -0.6553458699882      32.6728117513358
 4700.0      -0.6515500402916      33.6214726905635
 4800.0      -0.6477551224537      34.5701579970923
 4900.0      -0.6439600855188      35.5188381263862
 5000.0      -0.6401644099289      36.4675335097412
 5100.0      -0.6363693127889      37.4162287624405
 5200.0      -0.6325737732346      38.3649211897087
 5300.0      -0.6287779161858      39.3136151521823
 5400.0      -0.6249821634510      40.2623132139806
 5500.0      -0.6211867481292      41.2110030771294
 5600.0      -0.6173913662685      42.1596765919749
