# P (GPa)             Gibbs free energy (Ry.)
# T= 0.000000 K
    6.0      -0.8437161249090
    7.0      -0.8328032055168
    8.0      -0.8219457649158
    9.0      -0.8111424361777
   10.0      -0.8003919117548
   11.0      -0.7896929398266
   12.0      -0.7790443209313
   13.0      -0.7684449048523
   14.0      -0.7578935877465
   15.0      -0.7473893095391
   16.0      -0.7369310514676
   17.0      -0.7265178337829
   18.0      -0.7161487135983
   19.0      -0.7058227828569
   20.0      -0.6955391664268
   21.0      -0.6852970207340
   22.0      -0.6750955321845
   23.0      -0.6649339152734
   24.0      -0.6548114109955
   25.0      -0.6447272861916
   26.0      -0.6346808325067
   27.0      -0.6246713642047
   28.0      -0.6146982173345
   29.0      -0.6047607501142
   30.0      -0.5948583402455
   31.0      -0.5849903841071
   32.0      -0.5751562978819
   33.0      -0.5653555141899
   34.0      -0.5555874825573
   35.0      -0.5458516697590
   36.0      -0.5361475561910
   37.0      -0.5264746388869
   38.0      -0.5168324279580
   39.0      -0.5072204472645
   40.0      -0.4976382346761
# T= 900.000000 K
    0.0      -0.9166746579786
    1.0      -0.9053711991147
    2.0      -0.8941337892619
    3.0      -0.8829605633740
    4.0      -0.8718497490149
    5.0      -0.8607996597764
    6.0      -0.8498086894260
    7.0      -0.8388753065394
    8.0      -0.8279980495772
    9.0      -0.8171755223689
   10.0      -0.8064063899698
   11.0      -0.7956893748557
   12.0      -0.7850232534247
   13.0      -0.7744068527763
   14.0      -0.7638390477375
   15.0      -0.7533187581110
   16.0      -0.7428449461179
   17.0      -0.7324166140111
   18.0      -0.7220328018375
   19.0      -0.7116925854016
   20.0      -0.7013950746438
   21.0      -0.6911394117186
   22.0      -0.6809247691600
   23.0      -0.6707503481883
   24.0      -0.6606153776821
   25.0      -0.6505191131642
   26.0      -0.6404608347163
   27.0      -0.6304398456244
   28.0      -0.6204554725883
   29.0      -0.6105070638864
   30.0      -0.6005939874289
   31.0      -0.5907156316842
   32.0      -0.5808714040393
   33.0      -0.5710607286032
   34.0      -0.5612830482002
   35.0      -0.5515378213341
   36.0      -0.5418245217876
   37.0      -0.5321426400104
   38.0      -0.5224916788823
   39.0      -0.5128711571380
   40.0      -0.5032806055312
# T= 1000.000000 K
    0.0      -0.9233228630687
    1.0      -0.9119936792275
    2.0      -0.9007314421002
    3.0      -0.8895342402126
    4.0      -0.8784002579832
    5.0      -0.8673277690739
    6.0      -0.8563151301361
    7.0      -0.8453607750887
    8.0      -0.8344632100030
    9.0      -0.8236210084114
   10.0      -0.8128328070003
   11.0      -0.8020973016522
   12.0      -0.7914132438058
   13.0      -0.7807794371019
   14.0      -0.7701947342872
   15.0      -0.7596580343485
   16.0      -0.7491682798490
   17.0      -0.7387244544601
   18.0      -0.7283255808053
   19.0      -0.7179707183628
   20.0      -0.7076589614076
   21.0      -0.6973894371028
   22.0      -0.6871613036835
   23.0      -0.6769737491908
   24.0      -0.6668259902235
   25.0      -0.6567172699551
   26.0      -0.6466468565943
   27.0      -0.6366140430436
   28.0      -0.6266181457420
   29.0      -0.6166585024136
   30.0      -0.6067344718457
   31.0      -0.5968454338827
   32.0      -0.5869907864568
   33.0      -0.5771699460591
   34.0      -0.5673823476877
   35.0      -0.5576274415288
   36.0      -0.5479046952360
   37.0      -0.5382135914619
   38.0      -0.5285536268259
   39.0      -0.5189243139010
   40.0      -0.5093251766174
# T= 1100.000000 K
    0.0      -0.9303505019896
    1.0      -0.9189950030944
    2.0      -0.9077073739783
    3.0      -0.8964856551953
    4.0      -0.8853279866617
    5.0      -0.8742326005018
    6.0      -0.8631978146635
    7.0      -0.8522220270612
    8.0      -0.8413037102126
    9.0      -0.8304414063086
   10.0      -0.8196337226941
   11.0      -0.8088793277490
   12.0      -0.7981769471027
   13.0      -0.7875253601439
   14.0      -0.7769233967989
   15.0      -0.7663699345763
   16.0      -0.7558638958476
   17.0      -0.7454042453056
   18.0      -0.7349899875985
   19.0      -0.7246201651146
   20.0      -0.7142938558931
   21.0      -0.7040101716685
   22.0      -0.6937682564272
   23.0      -0.6835672847791
