# T (K)      fittedC_V_V (J K^-1 mol^-1)
# V= 188.447500 (a.u.^3)
 5000.0      49.7872242543239
 5100.0      49.7987465660539
 5200.0      49.7816086022095
 5300.0      49.8054375655672
 5400.0      49.7850222030294
 5500.0      49.8041790209634
 5600.0      49.7955100926707
 5700.0      49.8015061500160
 5800.0      49.7972611507853
 5900.0      49.8070667742249
 6000.0      49.7881006063195
# V= 182.184510 (a.u.^3)
    0.0       0.0000000000000
  100.0      15.4076413841767
  200.0      34.2693768277094
  300.0      39.5307393966465
  400.0      43.9381676311463
  500.0      45.6345968464916
  600.0      46.8950274613971
  700.0      47.6079385672076
  800.0      48.1151533928379
  900.0      48.4614392721170
 1000.0      48.7159557367310
 1100.0      48.9056029360912
 1200.0      49.0515081198549
 1300.0      49.1653492185682
 1400.0      49.2567147105257
 1500.0      49.3301738714611
 1600.0      49.3912348426660
 1700.0      49.4407565169775
 1800.0      49.4840674549401
 1900.0      49.5189221401122
 2000.0      49.5505344989848
 2100.0      49.5760157139770
 2200.0      49.5995718272186
 2300.0      49.6197975074671
 2400.0      49.6364427283706
 2500.0      49.6526457854505
 2600.0      49.6665027351113
 2700.0      49.6787189850914
 2800.0      49.6889706158994
 2900.0      49.7001982925791
 3000.0      49.7077290390067
 3100.0      49.7167470707346
 3200.0      49.7232193625886
 3300.0      49.7304124497419
 3400.0      49.7369591023054
 3500.0      49.7417312739316
 3600.0      49.7467853619253
 3700.0      49.7521502990342
 3800.0      49.7555603501920
 3900.0      49.7606668191679
 4000.0      49.7634967604070
 4100.0      49.7667551420370
 4200.0      49.7712747644491
 4300.0      49.7723414330619
 4400.0      49.7765205542913
 4500.0      49.7781730569660
 4600.0      49.7811251188524
 4700.0      49.7843732457983
 4800.0      49.7840757849586
 4900.0      49.7874749248497
 5000.0      49.7870306103811
 5100.0      49.7984217394031
 5200.0      49.7815517483332
 5300.0      49.8050723503061
 5400.0      49.7849682357450
 5500.0      49.8038776783338
 5600.0      49.7953556269053
 5700.0      49.8012889680355
 5800.0      49.7971040797287
 5900.0      49.8068757815029
 6000.0      49.7878746338460
# V= 181.401636 (a.u.^3)
    0.0       0.0000000000000
  100.0      15.3912537621128
  200.0      34.2462200711840
  300.0      39.5170356349600
  400.0      43.9281074585868
  500.0      45.6277964313277
  600.0      46.8899075724747
  700.0      47.6040451285776
  800.0      48.1120559234115
  900.0      48.4589240216467
 1000.0      48.7138630101686
 1100.0      48.9038304640483
 1200.0      49.0499802804773
 1300.0      49.1640203347139
 1400.0      49.2555363294018
 1500.0      49.3291271963239
 1600.0      49.3902849040395
 1700.0      49.4399061907720
 1800.0      49.4832749558284
 1900.0      49.5182071086523
 2000.0      49.5498585149765
 2100.0      49.5753996829526
 2200.0      49.5989876782616
 2300.0      49.6192444097484
 2400.0      49.6359360811413
 2500.0      49.6521549595247
 2600.0      49.6660374577608
 2700.0      49.6782749773783
 2800.0      49.6885582135476
 2900.0      49.6997827324031
 3000.0      49.7073521244423
 3100.0      49.7163698076612
 3200.0      49.7228675830463
 3300.0      49.7300658301537
 3400.0      49.7366173146384
 3500.0      49.7414116203865
 3600.0      49.7464741220617
 3700.0      49.7518448808979
 3800.0      49.7552687158654
 3900.0      49.7603728824491
 4000.0      49.7632189680578
 4100.0      49.7664921410937
 4200.0      49.7709923595757
 4300.0      49.7720981050877
 4400.0      49.7762636059791
 4500.0      49.7779291710017
 4600.0      49.7808823769407
 4700.0      49.7841249966080
 4800.0      49.7838569034285
 4900.0      49.7872523432063
 5000.0      49.7868382495912
 5100.0      49.7980983348801
 5200.0      49.7814960545276
 5300.0      49.8047086148166
 5400.0      49.7849154406017
 5500.0      49.8035777706863
 5600.0      49.7952024395122
 5700.0      49.8010731484800
 5800.0      49.7969483065155
 5900.0      49.8066861221491
 6000.0      49.7876500307109
# V= 180.618763 (a.u.^3)
    0.0       0.0000000000000
  100.0      15.3748402771754
  200.0      34.2230033711555
  300.0      39.5032800805178
  400.0      43.9180083431731
  500.0      45.6209678516752
  600.0      46.8847668925470
