# T (K)      C_V_V (J K^-1 mol^-1)
# V = 188.447500 (a.u.^3)
 1700.0      49.4248000546380
 1800.0      49.4692423249004
 1900.0      49.5055754306004
 2000.0      49.5379556676404
 2100.0      49.5645789807544
 2200.0      49.5887577034892
 2300.0      49.6095866838243
 2400.0      49.6271108092448
 2500.0      49.6436312239733
 2600.0      49.6579780989492
 2700.0      49.6706052902503
 2800.0      49.6814531990718
 2900.0      49.6926408845625
 3000.0      49.7008921138702
 3100.0      49.7099181776372
 3200.0      49.7168688655199
 3300.0      49.7241672195505
 3400.0      49.7308123763762
 3500.0      49.7359982750776
 3600.0      49.7412157256339
 3700.0      49.7466913017085
 3800.0      49.7503645530135
 3900.0      49.7554322634683
 4000.0      49.7585648269411
 4100.0      49.7620971904074
 4200.0      49.7662683259583
 4300.0      49.7680523763252
 4400.0      49.7719879694066
 4500.0      49.7738819999583
 4600.0      49.7768588528664
 4700.0      49.7800066824078
 4800.0      49.7802544082339
 4900.0      49.7835820909011
 5000.0      49.7836965049325
 5100.0      49.7926917207777
 5200.0      49.7807203026150
 5300.0      49.7986075833982
 5400.0      49.7841925070243
 5500.0      49.7985839414709
 5600.0      49.7927444246766
 5700.0      49.7975356532873
 5800.0      49.7944485626124
 5900.0      49.8036006738145
 6000.0      49.7839604845415
# V = 184.533131 (a.u.^3)
    0.0      -0.0000000000000
  100.0      14.9934421813648
  200.0      33.6766524057437
  300.0      39.1748123638547
  400.0      43.6765662208850
  500.0      45.4571715118053
  600.0      46.7615724778375
  700.0      47.5065137710522
  800.0      48.0346105059796
  900.0      48.3961651156623
 1000.0      48.6617788153511
 1100.0      48.8598391391012
 1200.0      49.0121781835126
 1300.0      49.1312407415485
 1400.0      49.2265741280687
 1500.0      49.3034864384682
 1600.0      49.3671063151682
 1700.0      49.4192230040231
 1800.0      49.4640843515121
 1900.0      49.5009467356220
 2000.0      49.5336133764497
 2100.0      49.5606445198707
 2200.0      49.5850533270502
 2300.0      49.6061037236458
 2400.0      49.6239386714094
 2500.0      49.6405805254903
 2600.0      49.6551040024838
 2700.0      49.6678808656209
 2800.0      49.6789387673061
 2900.0      49.6901224255554
 3000.0      49.6986229687083
 3100.0      49.7076593683984
 3200.0      49.7147773081506
 3300.0      49.7221168156195
 3400.0      49.7288004417097
 3500.0      49.7341300725376
 3600.0      49.7394074324779
 3700.0      49.7449224258028
 3800.0      49.7486899689542
 3900.0      49.7537464750604
 4000.0      49.7569846051284
 4100.0      49.7606108811621
 4200.0      49.7646683381425
 4300.0      49.7666948559875
 4400.0      49.7705516053724
 4500.0      49.7725281931053
 4600.0      49.7755154510148
 4700.0      49.7786298465663
 4800.0      49.7790650063237
 4900.0      49.7823667362854
 5000.0      49.7826720457316
 5100.0      49.7908628136379
 5200.0      49.7805383168297
 5300.0      49.7965334290655
 5400.0      49.7840307313778
 5500.0      49.7969051918093
 5600.0      49.7919664356306
 5700.0      49.7963757932612
 5800.0      49.7936573239053
 5900.0      49.8026014145837
 6000.0      49.7827466156862
# V = 183.750258 (a.u.^3)
    0.0      -0.0000000000000
  100.0      14.8872943710031
  200.0      33.5221072870814
  300.0      39.0802051880314
  400.0      43.6069161420838
  500.0      45.4097265393229
  600.0      46.7259253657963
  700.0      47.4794414422523
  800.0      48.0131609000145
  900.0      48.3788251266722
 1000.0      48.6474313826110
 1100.0      48.8477611568279
 1200.0      49.0018382650023
 1300.0      49.1223076326393
 1400.0      49.2187162250601
 1500.0      49.2965577876247
 1600.0      49.3608739664119
 1700.0      49.4136833189080
 1800.0      49.4589735565900
 1900.0      49.4963682783082
 2000.0      49.5293290281445
 2100.0      49.5567698143469
 2200.0      49.5814138218630
 2300.0      49.6026897769483
 2400.0      49.6208353390678
 2500.0      49.6376034541559
 2600.0      49.6523052026779
 2700.0      49.6652339498412
 2800.0      49.6765012412369
 2900.0      49.6876862719786
 3000.0      49.6964330473951
 3100.0      49.7054837771197
 3200.0      49.7127678344102
 3300.0      49.7201505708940
 3400.0      49.7268745877245
 3500.0      49.7323464885272
 3600.0      49.7376848637671
 3700.0      49.7432394284897
 3800.0      49.7471018415836
 3900.0      49.7521485092835
 4000.0      49.7554913695877
 4100.0      49.7592099250387
 4200.0      49.7631588878603
 4300.0      49.7654217429017
 4400.0      49.7692035957266
 4500.0      49.7712611791158
 4600.0      49.7742597227183
 4700.0      49.7773418261786
 4800.0      49.7779614197342
 4900.0      49.7812369002376
 5000.0      49.7817294058395
 5100.0      49.7891391577281
 5200.0      49.7804149082525
 5300.0      49.7945725211164
 5400.0      49.7839278343209
 5500.0      49.7953294707661
 5600.0      49.7912653442025
 5700.0      49.7953048516671
 5800.0      49.7929443227402
 5900.0      49.8016864784321
 6000.0      49.7816233160102
# V = 182.967384 (a.u.^3)
    0.0      -0.0000000000000
  100.0      14.7820832813577
  200.0      33.3677721748313
  300.0      38.9849593800762
  400.0      43.5367431423773
  500.0      45.3618374649242
  600.0      46.6899594955501
  700.0      47.4521339684738
  800.0      47.9915445051267
  900.0      48.3613677244937
 1000.0      48.6330048840700
 1100.0      48.8356335136120
 1200.0      48.9914722570445
 1300.0      49.1133660020669
 1400.0      49.2108657501854
 1500.0      49.2896477231422
 1600.0      49.3546717246572
 1700.0      49.4081797413619
 1800.0      49.4539088175074
 1900.0      49.4918390204042
 2000.0      49.5251016899418
 2100.0      49.5529539913535
 2200.0      49.5778383939907
 2300.0      49.5993441143014
 2400.0      49.6178001189777
 2500.0      49.6346993779548
 2600.0      49.6495811100415
 2700.0      49.6626639957326
 2800.0      49.6741400938870
 2900.0      49.6853319545955
 3000.0      49.6943218866279
 3100.0      49.7033909859365
 3200.0      49.7108400398084
 3300.0      49.7182681123811
 3400.0      49.7250344751995
 3500.0      49.7306471907824
 3600.0      49.7360477086844
 3700.0      49.7416420260064
 3800.0      49.7455998969673
 3900.0      49.7506381257852
 4000.0      49.7540848827815
 4100.0      49.7578940976773
 4200.0      49.7617397943520
 4300.0      49.7642328347195
 4400.0      49.7679437804560
 4500.0      49.7700807980197
 4600.0      49.7730915315308
 4700.0      49.7761425131884
 4800.0      49.7769435242671
 4900.0      49.7801924820997
 5000.0      49.7808684708825
 5100.0      49.7875208133872
 5200.0      49.7803498330893
 5300.0      49.7927250108934
 5400.0      49.7838835988698
 5500.0      49.7938568951730
 5600.0      49.7906410896914
 5700.0      49.7943228758808
 5800.0      49.7923095442167
 5900.0      49.8008559121493
 6000.0      49.7805906960936
# V = 182.184510 (a.u.^3)
    0.0      -0.0000000000000
  100.0      14.6778236034302
  200.0      33.2136505602048
  300.0      38.8890683487152
  400.0      43.4660391906096
  500.0      45.3134967584423
  600.0      46.6536685025399
  700.0      47.4245860295605
  800.0      47.9697568882584
  900.0      48.3437891791100
 1000.0      48.6184961490742
 1100.0      48.8234534857679
 1200.0      48.9810777976155
 1300.0      49.1044137738493
 1400.0      49.2030208741000
 1500.0      49.2827546077905
 1600.0      49.3484981286872
 1700.0      49.4027109362779
 1800.0      49.4488889376577
 1900.0      49.4873578517108
 2000.0      49.5209303576105
 2100.0      49.5491961102645
 2200.0      49.5743261811587
 2300.0      49.5960659401255
 2400.0      49.6148322520225
 2500.0      49.6318676020787
 2600.0      49.6469310715967
 2700.0      49.6601703923123
 2800.0      49.6718547375792
 2900.0      49.6830589444230
 3000.0      49.6922889619999
 3100.0      49.7013805189943
 3200.0      49.7089934583150
 3300.0      49.7164690120836
 3400.0      49.7232797053748
 3500.0      49.7290317900238
 3600.0      49.7344956013448
 3700.0      49.7401298778821
 3800.0      49.7441838054682
 3900.0      49.7492150283085
 4000.0      49.7527648560033
 4100.0      49.7566631170156
 4200.0      49.7604108258267
 4300.0      49.7631278754563
 4400.0      49.7667719452007
 4500.0      49.7689868371368
 4600.0      49.7720106947562
 4700.0      49.7750317427076
 4800.0      49.7760111462075
 4900.0      49.7792333345229
 5000.0      49.7800890693851
 5100.0      49.7860077994829
 5200.0      49.7803427917802
 5300.0      49.7909910032656
 5400.0      49.7838977666562
 5500.0      49.7924875203195
 5600.0      49.7900935820258
 5700.0      49.7934298540679
 5800.0      49.7917529311282
 5900.0      49.8001097160352
 6000.0      49.7796488157250
# V = 181.401636 (a.u.^3)
    0.0      -0.0000000000000
  100.0      14.5745302932690
  200.0      33.0597460030087
  300.0      38.7925254833699
  400.0      43.3947961164937
  500.0      45.2646967365875
  600.0      46.6170458682325
  700.0      47.3967921610985
  800.0      47.9477934845522
  900.0      48.3260856367360
 1000.0      48.6039018947729
 1100.0      48.8112182429879
 1200.0      48.9706524248104
 1300.0      49.0954487783847
 1400.0      49.1951796768355
 1500.0      49.2758767187604
 1600.0      49.3423516338086
 1700.0      49.3972754889712
 1800.0      49.4439126424677
 1900.0      49.4829235861540
 2000.0      49.5168139535776
 2100.0      49.5454951574501
 2200.0      49.5708762512835
 2300.0      49.5928543879370
 2400.0      49.6119309124387
 2500.0      49.6291073625141
 2600.0      49.6443543692877
 2700.0      49.6577524624322
 2800.0      49.6696445209150
 2900.0      49.6808666475836
 3000.0      49.6903336869520
 3100.0      49.6994518361210
 3200.0      49.7072275652505
 3300.0      49.7147527790228
 3400.0      49.7216098175693
 3500.0      49.7274998386425
 3600.0      49.7330281166962
 3700.0      49.7387025822958
 3800.0      49.7428531816534
 3900.0      49.7478788611557
 4000.0      49.7515309421588
 4100.0      49.7555166477014
 4200.0      49.7591716895466
 4300.0      49.7621065557607
 4400.0      49.7656878180240
 4500.0      49.7679790361856
 4600.0      49.7710169626829
 4700.0      49.7740093047907
 4800.0      49.7751640556216
 4900.0      49.7783592544742
 5000.0      49.7793909852839
 5100.0      49.7846000689082
 5200.0      49.7803934493172
 5300.0      49.7893705365250
 5400.0      49.7839700371493
 5500.0      49.7912213527770
 5600.0      49.7896226689594
 5700.0      49.7926257375269
 5800.0      49.7912743739869
 5900.0      49.7994478406346
 6000.0      49.7787976875814
# V = 180.618763 (a.u.^3)
    0.0      -0.0000000000000
  100.0      14.4722185769938
  200.0      32.9060621332103
  300.0      38.6953241579139
  400.0      43.3230056068587
  500.0      45.2154295609797
  600.0      46.5800849148060
  700.0      47.3687467508668
  800.0      47.9256495907081
  900.0      48.3082531182591
 1000.0      48.5892187189774
 1100.0      48.7989248457457
 1200.0      48.9601935730851
 1300.0      49.0864687478650
 1400.0      49.1873401442712
 1500.0      49.2690122438814
 1600.0      49.3362306085425
 1700.0      49.3918719017592
 1800.0      49.4389785748622
 1900.0      49.4785349593745
 2000.0      49.5127513216547
 2100.0      49.5418500451811
 2200.0      49.5674875961240
 2300.0      49.5897085197422
 2400.0      49.6090952025725
 2500.0      49.6264178241506
 2600.0      49.6418502164964
 2700.0      49.6554094590820
 2800.0      49.6675087246966
 2900.0      49.6787544025125
 3000.0      49.6884554098875
 3100.0      49.6976043308458
 3200.0      49.7055417705695
 3300.0      49.7131188567375
 3400.0      49.7200242907686
 3500.0      49.7260508226324
 3600.0      49.7316447659118
 3700.0      49.7373596805081
 3800.0      49.7416075739753
 3900.0      49.7466292096561
 4000.0      49.7503827335356
 4100.0      49.7544542926274
 4200.0      49.7580220344014
 4300.0      49.7611685066342
 4400.0      49.7646910710960
 4500.0      49.7670570685355
 4600.0      49.7701100385552
 4700.0      49.7730749262189
 4800.0      49.7744019670392
 4900.0      49.7775699836706
 5000.0      49.7787739452573
 5100.0      49.7832975186797
 5200.0      49.7805014155334
 5300.0      49.7878635992471
 5400.0      49.7841000514350
 5500.0      49.7900583457482
 5600.0      49.7892281519124
 5700.0      49.7919104148445
 5800.0      49.7908737162690
 5900.0      49.7988701866969
 6000.0      49.7780372717176
# V = 179.835889 (a.u.^3)
    0.0      -0.0000000000000
  100.0      14.3709039560280
  200.0      32.7526026522994
  300.0      38.5974577340458
  400.0      43.2506592041234
  500.0      45.1656872332903
  600.0      46.5427788010149
  700.0      47.3404440339432
  800.0      47.9033203617886
  900.0      48.2902875121973
 1000.0      48.5744430981960
 1100.0      48.7865702399115
 1200.0      48.9496985685515
 1300.0      49.0774713125869
 1400.0      49.1795001650126
 1500.0      49.2621592765964
 1600.0      49.3301333313600
 1700.0      49.3864985883649
 1800.0      49.4340852940824
 1900.0      49.4741906232227
 2000.0      49.5087412260465
 2100.0      49.5382596039754
 2200.0      49.5641591326302
 2300.0      49.5866273190019
