# T (K)    Entropy (J K^-1 mol^-1)
# P = 600.000000 (GPa)
    0.0      -3.6193905847293
   50.0      61.9587933836175
  100.0      98.0982785658405
  150.0     117.2237275180290
  200.0     131.6970574808611
  250.0     142.7664019294095
  300.0     151.8621977831351
  350.0     159.5038259886539
  400.0     166.1500824661614
  450.0     172.0569129684549
  500.0     177.2997307037755
  550.0     182.0596339223913
  600.0     186.4340665808639
  650.0     190.4014190228055
  700.0     194.1236621523960
  750.0     197.5953558108330
  800.0     200.7308832911679
  850.0     203.7947401829616
  900.0     206.7014960866010
  950.0     209.3748461433240
 1000.0     211.9684609727086
 1050.0     214.3929801898174
 1100.0     216.7173226224680
 1150.0     218.9798242857808
 1200.0     221.0968125465877
 1250.0     223.0935731071056
 1300.0     225.0911967004905
 1350.0     226.9722680822106
 1400.0     228.8561597093671
 1450.0     230.5337146096481
 1500.0     232.3541558538003
 1550.0     233.9943561296383
 1600.0     235.4243215919783
 1650.0     237.0676072116069
 1700.0     238.5445756449497
 1750.0     240.0060672383425
 1800.0     241.4238898484797
 1850.0     242.7862674043433
 1900.0     244.1317360819789
 1950.0     245.4229127029921
 2000.0     246.7300331786807
 2050.0     247.9642856036525
 2100.0     249.1708813695145
 2150.0     250.3849655597276
 2200.0     251.4801147789174
 2250.0     252.7088994107537
 2300.0     253.8248670548758
 2350.0     254.8241295893993
 2400.0     255.8941683390181
 2450.0     256.9241379528436
 2500.0     257.9665583488296
 2550.0     258.9492337502444
 2600.0     259.9403343496865
 2650.0     260.7915064299745
 2700.0     261.7212438257081
 2750.0     262.8072349448469
 2800.0     263.6845547695722
 2850.0     264.5405703321953
 2900.0     265.4352995936133
 2950.0     266.2829034024924
 3000.0     267.1626631553262
 3050.0     267.9693884595307
 3100.0     268.7735504632605
 3150.0     269.5846289879585
 3200.0     270.4010550900431
 3250.0     271.1798196045709
 3300.0     272.0511246266502
 3350.0     272.7353215284537
 3400.0     273.4027378772058
 3450.0     274.2527402586911
 3500.0     274.9404866934862
 3550.0     275.6082879595907
 3600.0     276.3537226491859
 3650.0     277.0555818860684
 3700.0     277.7516497746093
 3750.0     278.4079934411163
 3800.0     279.0890877701208
 3850.0     279.7772328372632
 3900.0     280.3774330768764
 3950.0     281.0711691234938
 4000.0     281.7162237697299
 4050.0     282.2803121737056
 4100.0     283.0914228674616
 4150.0     283.5898931171812
 4200.0     284.0235516020742
 4250.0     284.8219010932024
 4300.0     285.3747440260560
 4350.0     285.9463578343644
 4400.0     286.5561847146324
 4450.0     287.0958781666041
 4500.0     287.6467778191316
 4550.0     288.2447485624434
 4600.0     288.7990036638506
 4650.0     289.3601892936145
 4700.0     289.8811376771040
 4750.0     290.4204516355123
 4800.0     290.9660573851780
 4850.0     291.4940155612890
 4900.0     292.0065456739983
 4950.0     292.5224328786599
 5000.0     293.0964021226707
# P = 602.000000 (GPa)
    0.0      -3.6305132994366
   50.0      61.9210145686340
  100.0      98.0537183327353
  150.0     117.1801179569870
  200.0     131.6526752328100
  250.0     142.7223289671327
  300.0     151.8181500535917
  350.0     159.4586806374689
  400.0     166.1053047211730
  450.0     172.0129353284126
  500.0     177.2548350532362
  550.0     182.0146385391420
  600.0     186.3893729161069
  650.0     190.3565644905226
  700.0     194.0785044463949
  750.0     197.5505368859311
  800.0     200.6849679672606
  850.0     203.7492610173961
  900.0     206.6563857707432
  950.0     209.3289271721558
 1000.0     211.9231805618679
 1050.0     214.3473977978936
 1100.0     216.6715643382716
 1150.0     218.9349961659814
 1200.0     221.0514157659144
 1250.0     223.0462340560368
 1300.0     225.0447100086562
 1350.0     226.9260147571208
 1400.0     228.8117860458017
 1450.0     230.4871040868857
 1500.0     232.3079367607518
 1550.0     233.9522065932898
 1600.0     235.3783491429705
 1650.0     237.0205570781204
 1700.0     238.4986961555468
 1750.0     239.9597226641740
 1800.0     241.3778500891272
 1850.0     242.7390237459602
 1900.0     244.0849463663005
 1950.0     245.3753681739553
 2000.0     246.6836498175324
 2050.0     247.9175197727523
 2100.0     249.1239014023732
 2150.0     250.3393264274779
 2200.0     251.4335085962288
 2250.0     252.6596838886165
 2300.0     253.7761971621072
 2350.0     254.7780068053217
 2400.0     255.8463550133853
 2450.0     256.8763922311468
 2500.0     257.9196929676385
 2550.0     258.9025070673100
 2600.0     259.8918201268604
 2650.0     260.7452880802768
 2700.0     261.6736923483942
 2750.0     262.7627209063924
 2800.0     263.6407115867868
 2850.0     264.4922461041331
 2900.0     265.3872936736557
 2950.0     266.2341651307927
 3000.0     267.1164104828322
 3050.0     267.9201426480925
 3100.0     268.7239530358959
 3150.0     269.5348982789231
 3200.0     270.3529449774754
 3250.0     271.1336522200400
 3300.0     272.0021818459037
 3350.0     272.6896689845441
 3400.0     273.3544460456077
 3450.0     274.2033913196685
 3500.0     274.8921770568018
 3550.0     275.5648603859086
 3600.0     276.3123070478315
 3650.0     277.0071321017611
 3700.0     277.7037128270535
 3750.0     278.3588465191592
 3800.0     279.0394745339580
 3850.0     279.7268643269217
 3900.0     280.3267591926665
 3950.0     281.0227503943214
 4000.0     281.6675385110167
 4050.0     282.2294360440073
 4100.0     283.0394968112117
 4150.0     283.5475875610004
 4200.0     283.9800331679198
 4250.0     284.7712165181509
 4300.0     285.3259858244635
 4350.0     285.8975223743187
 4400.0     286.5077516861846
 4450.0     287.0433833001859
 4500.0     287.5944505957104
 4550.0     288.1952507976960
 4600.0     288.7505369153257
 4650.0     289.3133136778857
 4700.0     289.8276382642361
 4750.0     290.3669647990942
 4800.0     290.9163628800334
 4850.0     291.4430000651389
 4900.0     291.9566026926869
