# T (K)      fittedE (Ry.)      P (GPa)
# V = 60.667600 (a.u.^3)
    0.0      -0.2011645696908     548.9655678909176
   50.0      -0.1999967318973     549.2343934195743
  100.0      -0.1980170652464     549.6693837553406
  150.0      -0.1962136743169     550.1046543558994
  200.0      -0.1942965334887     550.5426667759558
  250.0      -0.1924102494978     550.9846241673331
  300.0      -0.1905131539023     551.4110622336960
  350.0      -0.1886123508498     551.8545407603766
  400.0      -0.1867273216614     552.3184167677309
  450.0      -0.1848333735506     552.7407740052703
  500.0      -0.1829247750363     553.1713964859845
  550.0      -0.1810245424150     553.6226549839784
  600.0      -0.1791210471719     554.0608588392356
  650.0      -0.1772356106149     554.4995170825968
  700.0      -0.1753198358567     554.9386797878855
  750.0      -0.1734175364847     555.3858821754943
  800.0      -0.1715484477789     555.8222199642157
  850.0      -0.1696411929078     556.2940894017474
  900.0      -0.1677220316295     556.7185644794913
  950.0      -0.1658224779100     557.1792848968566
 1000.0      -0.1639255087334     557.6205111712094
 1050.0      -0.1620321630668     558.0647816106773
 1100.0      -0.1601335995234     558.5084009842778
 1150.0      -0.1582343010326     558.9498422608660
 1200.0      -0.1563303743291     559.3666094974475
 1250.0      -0.1544109033908     559.8321919344847
 1300.0      -0.1525138431910     560.3065359759667
 1350.0      -0.1506380084114     560.7545213917705
 1400.0      -0.1487426760276     561.1951869160567
 1450.0      -0.1468541256264     561.5981897795934
 1500.0      -0.1448278879672     562.0868732183295
 1550.0      -0.1430982332249     562.4678640143497
 1600.0      -0.1412460134402     562.8532675865090
 1650.0      -0.1391787135731     563.3192180971821
 1700.0      -0.1373584677550     563.7589333130578
 1750.0      -0.1354331935782     564.1984567099314
 1800.0      -0.1335435857320     564.6384990551910
 1850.0      -0.1316174856875     565.0787645605058
 1900.0      -0.1297305837828     565.5440416876727
 1950.0      -0.1278261478624     565.9824081440356
 2000.0      -0.1259219415658     566.4535474444612
 2050.0      -0.1240226560657     566.8671785016014
 2100.0      -0.1221221202732     567.3388810835490
 2150.0      -0.1202322078879     567.7501886483030
 2200.0      -0.1183948931799     568.1925384642852
 2250.0      -0.1162199757322     568.6338625916437
 2300.0      -0.1143318704430     569.1451001560217
 2350.0      -0.1126952762685     569.5707162669362
 2400.0      -0.1107065722138     570.0190385786427
 2450.0      -0.1088304522753     570.4672099666030
 2500.0      -0.1069213595433     570.9161476098240
 2550.0      -0.1050589971824     571.3408680509377
 2600.0      -0.1030629006577     571.7893882571398
 2650.0      -0.1014827838569     572.2385458756813
 2700.0      -0.0995558649307     572.6469804997066
 2750.0      -0.0974375718851     573.0942714637614
 2800.0      -0.0956320596322     573.4441812446197
 2850.0      -0.0936281322130     573.8836932499433
 2900.0      -0.0917084081209     574.3238243513007
 2950.0      -0.0898170849185     574.7823210727900
 3000.0      -0.0879444411605     575.2209239507686
 3050.0      -0.0859969094157     575.6455994054677
 3100.0      -0.0841259072323     576.1318026547193
 3150.0      -0.0822241953261     576.5767226411814
 3200.0      -0.0803353052742     577.0558791103047
 3250.0      -0.0785245663981     577.4584460000351
 3300.0      -0.0762679687550     577.9036634733533
 3350.0      -0.0746880261391     578.3356042299559
 3400.0      -0.0729029808704     578.7407495459778
 3450.0      -0.0706732278368     579.2087652507461
 3500.0      -0.0689241042825     579.6418639114456
 3550.0      -0.0673261299539     580.0703938011829
 3600.0      -0.0653846805423     580.3991082110786
 3650.0      -0.0632293519094     580.8017350064795
 3700.0      -0.0613269200845     581.2464615489082
 3750.0      -0.0594594412436     581.6758372306060
 3800.0      -0.0575147268602     582.1393983003929
 3850.0      -0.0555241319194     582.5839091056476
 3900.0      -0.0537768125084     583.0614944064737
