# V (a.u.^3)  Helmholtz Free Energy (Ry.)
# T= 0.000000 K
  59.8578     -0.443913759
  59.1155     -0.411694978
  58.3732     -0.380020184
  57.6308     -0.348662433
  56.9560     -0.317325605
  56.3487     -0.286072527
  55.6738     -0.255376462
  55.0665     -0.224839254
  54.5266     -0.194172617
  53.9867     -0.163765562
  53.4469     -0.133414496
  52.9070     -0.103188952
# T= 1900.000000 K
  60.6676     -0.484974293
  59.8578     -0.453199994
  59.1155     -0.420957607
  58.3732     -0.389260396
  57.6308     -0.357881479
  56.9560     -0.326524531
  56.3487     -0.295252411
  55.6738     -0.264545972
  55.0665     -0.233999350
  54.5266     -0.203316638
  53.9867     -0.172894213
  53.4469     -0.142528126
  52.9070     -0.112287869
# T= 1950.000000 K
  60.6676     -0.494334515
  59.8578     -0.462536234
  59.1155     -0.430270241
  58.3732     -0.398550613
  57.6308     -0.367150530
  56.9560     -0.335773462
  56.3487     -0.304482300
  55.6738     -0.273765487
  55.0665     -0.243209452
  54.5266     -0.212510663
  53.9867     -0.182072870
  53.4469     -0.151691761
  52.9070     -0.121436791
# T= 2000.000000 K
  60.6676     -0.503743459
  59.8578     -0.471921197
  59.1155     -0.439631599
  58.3732     -0.407889553
  57.6308     -0.376468304
  56.9560     -0.345071116
  56.3487     -0.313760911
  55.6738     -0.283033724
  55.0665     -0.252468276
  54.5266     -0.221753412
  53.9867     -0.191300249
  53.4469     -0.160904118
  52.9070     -0.130634434
# T= 2050.000000 K
  60.6676     -0.513199909
  59.8578     -0.481353665
  59.1155     -0.449040461
  58.3732     -0.417275998
  57.6308     -0.385833583
  56.9560     -0.354416274
  56.3487     -0.323087027
  55.6738     -0.292349466
  55.0665     -0.261774604
  54.5266     -0.231043664
  53.9867     -0.200575132
  53.4469     -0.170163979
  52.9070     -0.139879582
# T= 2100.000000 K
  60.6676     -0.522702704
  59.8578     -0.490832479
  59.1155     -0.458495669
  58.3732     -0.426708788
  57.6308     -0.395245207
  56.9560     -0.363807778
  56.3487     -0.332459489
  55.6738     -0.301711553
  55.0665     -0.271127278
  54.5266     -0.240380263
  53.9867     -0.209896360
  53.4469     -0.179470186
  52.9070     -0.149171076
# T= 2150.000000 K
  60.6676     -0.532250742
  59.8578     -0.500356535
  59.1155     -0.467996119
  58.3732     -0.436186821
  57.6308     -0.404702074
  56.9560     -0.373244525
