# T (K)               Helmholtz Free Energy (Ry.)
# V=  60.6676000000000
    0.00      -0.2016617714343
   50.00      -0.2028949067369
  100.00      -0.2060836438555
  150.00      -0.2102460155159
  200.00      -0.2150488109383
  250.00      -0.2203296064413
  300.00      -0.2259919427783
  350.00      -0.2319718409659
  400.00      -0.2382237341338
  450.00      -0.2447135088559
  500.00      -0.2514146643581
  550.00      -0.2583060178348
  600.00      -0.2653702484800
  650.00      -0.2725929288930
  700.00      -0.2799618555668
  750.00      -0.2874665712423
  800.00      -0.2950980149636
  850.00      -0.3028482598170
  900.00      -0.3107103125002
  950.00      -0.3186779575095
 1000.00      -0.3267456341812
 1050.00      -0.3349083383588
 1100.00      -0.3431615428138
 1150.00      -0.3515011321522
 1200.00      -0.3599233490533
 1250.00      -0.3684247494774
 1300.00      -0.3770021650461
 1350.00      -0.3856526712153
 1400.00      -0.3943735601666
 1450.00      -0.4031623175746
 1500.00      -0.4120166025794
 1550.00      -0.4209342304328
 1600.00      -0.4299131573835
 1650.00      -0.4389514674537
 1700.00      -0.4480473608182
 1750.00      -0.4571991435524
 1800.00      -0.4664052185521
 1850.00      -0.4756640774619
 1900.00      -0.4849742934779
 1950.00      -0.4943345149070
 2000.00      -0.5037434593879
 2050.00      -0.5131999086896
 2100.00      -0.5227027040180
 2150.00      -0.5322507417693
 2200.00      -0.5418429696786
 2250.00      -0.5514783833190
 2300.00      -0.5611560229114
 2350.00      -0.5708749704123
 2400.00      -0.5806343468495
 2450.00      -0.5904333098793
 2500.00      -0.6002710515438
 2550.00      -0.6101467962077
 2600.00      -0.6200597986559
 2650.00      -0.6300093423389
 2700.00      -0.6399947377499
 2750.00      -0.6500153209218
 2800.00      -0.6600704520343
 2850.00      -0.6701595141202
 2900.00      -0.6802819118620
 2950.00      -0.6904370704727
 3000.00      -0.7006244346508
 3050.00      -0.7108434676069
 3100.00      -0.7210936501524
 3150.00      -0.7313744798482
 3200.00      -0.7416854702067
 3250.00      -0.7520261499444
 3300.00      -0.7623960622797
 3350.00      -0.7727947642739
 3400.00      -0.7832218262114
 3450.00      -0.7936768310158
 3500.00      -0.8041593737009
 3550.00      -0.8146690608522
 3600.00      -0.8252055101380
 3650.00      -0.8357683498475
 3700.00      -0.8463572184542
 3750.00      -0.8569717642034
 3800.00      -0.8676116447209
 3850.00      -0.8782765266429
 3900.00      -0.8889660852646
 3950.00      -0.8996800042078
 4000.00      -0.9104179751038
 4050.00      -0.9211796972938
 4100.00      -0.9319648775429
 4150.00      -0.9427732297688
 4200.00      -0.9536044747826
 4250.00      -0.9644583400435
 4300.00      -0.9753345594235
 4350.00      -0.9862328729838
 4400.00      -0.9971530267616
 4450.00      -1.0080947725662
 4500.00      -1.0190578677843
 4550.00      -1.0300420751943
 4600.00      -1.0410471627885
 4650.00      -1.0520729036029
 4700.00      -1.0631190755547
 4750.00      -1.0741854612864
 4800.00      -1.0852718480167
 4850.00      -1.0963780273972
 4900.00      -1.1075037953757
 4950.00      -1.1186489520642
 5000.00      -1.1298133016133
# V=  59.8578000000000
    0.00      -0.1707874715968
   50.00      -0.1720062112735
  100.00      -0.1751718542063
  150.00      -0.1793105463271
  200.00      -0.1840895114420
  250.00      -0.1893464158802
  300.00      -0.1949848306806
  350.00      -0.2009407898919
  400.00      -0.2071687331738
  450.00      -0.2136345507327
  500.00      -0.2203117439756
  550.00      -0.2271791314859
  600.00      -0.2342193933840
  650.00      -0.2414181029104
  700.00      -0.2487630570165
  750.00      -0.2562437987794
  800.00      -0.2638512674954
  850.00      -0.2715775364434
  900.00      -0.2794156124712
  950.00      -0.2873592801936
 1000.00      -0.2954029790416
 1050.00      -0.3035417049354
 1100.00      -0.3117709307092
 1150.00      -0.3200865410208
 1200.00      -0.3284847785929
 1250.00      -0.3369621994220
 1300.00      -0.3455156351603
 1350.00      -0.3541421612899
 1400.00      -0.3628390700150
 1450.00      -0.3716038470293
 1500.00      -0.3804341514898
 1550.00      -0.3893277986628
 1600.00      -0.3982827448098
 1650.00      -0.4072970739642
 1700.00      -0.4163689863107
 1750.00      -0.4254967879336
 1800.00      -0.4346788817363
 1850.00      -0.4439137593704
 1900.00      -0.4531999940383
 1950.00      -0.4625362340524
 2000.00      -0.4719211970564
 2050.00      -0.4813536648239
 2100.00      -0.4908324785649
 2150.00      -0.5003565346793
 2200.00      -0.5099247809056
 2250.00      -0.5195362128200
 2300.00      -0.5291898706460
 2350.00      -0.5388848363430
 2400.00      -0.5486202309409
 2450.00      -0.5583952120983
 2500.00      -0.5682089718594
 2550.00      -0.5780607345904
 2600.00      -0.5879497550782
 2650.00      -0.5978753167748
 2700.00      -0.6078367301747
 2750.00      -0.6178333313123
 2800.00      -0.6278644803685
 2850.00      -0.6379295603772
 2900.00      -0.6480279760222
 2950.00      -0.6581591525171
 3000.00      -0.6683225345618
 3050.00      -0.6785175853675
 3100.00      -0.6887437857465
 3150.00      -0.6990006332605
 3200.00      -0.7092876414225
 3250.00      -0.7196043389498
 3300.00      -0.7299502690614
 3350.00      -0.7403249888193
 3400.00      -0.7507280685082
 3450.00      -0.7611590910524
 3500.00      -0.7716176514663
 3550.00      -0.7821033563357
 3600.00      -0.7926158233294
 3650.00      -0.8031546807369
 3700.00      -0.8137195670324
 3750.00      -0.8243101304614
 3800.00      -0.8349260286500
 3850.00      -0.8455669282348
 3900.00      -0.8562325045114
 3950.00      -0.8669224411016
 4000.00      -0.8776364296374
 4050.00      -0.8883741694601
 4100.00      -0.8991353673350
 4150.00      -0.9099197371800
 4200.00      -0.9207269998067
 4250.00      -0.9315568826743
 4300.00      -0.9424091196550
 4350.00      -0.9532834508104
 4400.00      -0.9641796221778
 4450.00      -0.9750973855665
 4500.00      -0.9860364983637
 4550.00      -0.9969967233477
 4600.00      -1.0079778285112
 4650.00      -1.0189795868901
 4700.00      -1.0300017764020
 4750.00      -1.0410441796894
 4800.00      -1.0521065839712
 4850.00      -1.0631887808990
 4900.00      -1.0742905664209
 4950.00      -1.0854117406490
 5000.00      -1.0965521077338
# V=  59.1155000000000
    0.00      -0.1394308657475
   50.00      -0.1406355074412
  100.00      -0.1437784386802
  150.00      -0.1478938295833
  200.00      -0.1526493415093
  250.00      -0.1578827315030
  300.00      -0.1634976011346
  350.00      -0.1694299975922
  400.00      -0.1756343671196
  450.00      -0.1820766035857
  500.00      -0.1887302105972
  550.00      -0.1955740081378
  600.00      -0.2025906772621
  650.00      -0.2097657918574
  700.00      -0.2170871493373
  750.00      -0.2245442931177
  800.00      -0.2321281627492
  850.00      -0.2398308317052
  900.00      -0.2476453069848
  950.00      -0.2555653733222
 1000.00      -0.2635854702438
 1050.00      -0.2717005937472
 1100.00      -0.2799062167300
 1150.00      -0.2881982239023
 1200.00      -0.2965728580302
 1250.00      -0.3050266751467
 1300.00      -0.3135565069353
 1350.00      -0.3221594289043
 1400.00      -0.3308327332805
 1450.00      -0.3395739057770
 1500.00      -0.3483806055678
 1550.00      -0.3572506479340
 1600.00      -0.3661819891500
 1650.00      -0.3751727132602
 1700.00      -0.3842210204596
 1750.00      -0.3933252168411
 1800.00      -0.4024837053161
 1850.00      -0.4116949775433
 1900.00      -0.4209576067312
 1950.00      -0.4302702411978
 2000.00      -0.4396315985920
 2050.00      -0.4490404606919
 2100.00      -0.4584956687117
 2150.00      -0.4679961190550
 2200.00      -0.4775407594637
 2250.00      -0.4871285855170
 2300.00      -0.4967586374415
 2350.00      -0.5064299971989
 2400.00      -0.5161417858217
 2450.00      -0.5258931609706
 2500.00      -0.5356833146918
 2550.00      -0.5455114713534
 2600.00      -0.5553768857439
 2650.00      -0.5652788413169
 2700.00      -0.5752166485686
 2750.00      -0.5851896435344
 2800.00      -0.5951971863967
 2850.00      -0.6052386601905
 2900.00      -0.6153134696007
 2950.00      -0.6254210398420
 3000.00      -0.6355608156150
 3050.00      -0.6457322601320
 3100.00      -0.6559348542061
 3150.00      -0.6661680953996
 3200.00      -0.6764314972265
 3250.00      -0.6867245884046
 3300.00      -0.6970469121537
 3350.00      -0.7073980255361
 3400.00      -0.7177774988374
 3450.00      -0.7281849149824
 3500.00      -0.7386198689857
 3550.00      -0.7490819674339
 3600.00      -0.7595708279961
 3650.00      -0.7700860789623
 3700.00      -0.7806273588070
 3750.00      -0.7911943157761
 3800.00      -0.8017866074962
 3850.00      -0.8124039006040
 3900.00      -0.8230458703956
 3950.00      -0.8337122004932
 4000.00      -0.8444025825288
 4050.00      -0.8551167158442
 4100.00      -0.8658543072049
 4150.00      -0.8766150705291
 4200.00      -0.8873987266285
 4250.00      -0.8982050029626
 4300.00      -0.9090336334040
 4350.00      -0.9198843580142
 4400.00      -0.9307569228308
 4450.00      -0.9416510796635
 4500.00      -0.9525665858993
 4550.00      -0.9635032043171
 4600.00      -0.9744607029094
 4650.00      -0.9854388547125
 4700.00      -0.9964374376440
 4750.00      -1.0074562343466
 4800.00      -1.0184950320393
 4850.00      -1.0295536223740
 4900.00      -1.0406318012987
 4950.00      -1.0517293689257
 5000.00      -1.0628461294058
# V=  58.3732000000000
    0.00      -0.1085747210940
   50.00      -0.1097660568063
  100.00      -0.1128874421511
  150.00      -0.1169807126514
  200.00      -0.1217139559448
  250.00      -0.1269250175452
  300.00      -0.1325175288062
  350.00      -0.1384275497348
  400.00      -0.1446095329990
  450.00      -0.1510293760415
  500.00      -0.1576605846151
  550.00      -0.1644819800701
  600.00      -0.1714762443723
  650.00      -0.1786289520404
  700.00      -0.1859279009390
  750.00      -0.1933626348146
  800.00      -0.2009240934660
  850.00      -0.2086043505563
  900.00      -0.2163964132322
  950.00      -0.2242940663444
 1000.00      -0.2322917495126
 1050.00      -0.2403844588099
 1100.00      -0.2485676671955
 1150.00      -0.2568372594306
 1200.00      -0.2651894783238
 1250.00      -0.2736208799439
 1300.00      -0.2821282960045
 1350.00      -0.2907088020397
 1400.00      -0.2993596902984
 1450.00      -0.3080784465126
 1500.00      -0.3168627298730
 1550.00      -0.3257103556748
 1600.00      -0.3346192802050
 1650.00      -0.3435875875192
 1700.00      -0.3526134778221
 1750.00      -0.3616952572152
 1800.00      -0.3708313286174
 1850.00      -0.3800201836945
 1900.00      -0.3892603956609
 1950.00      -0.3985506128403
 2000.00      -0.4078895528865
 2050.00      -0.4172759975819
 2100.00      -0.4267087881448
 2150.00      -0.4361868209825
 2200.00      -0.4457090438403
 2250.00      -0.4552744523003
 2300.00      -0.4648820865920
 2350.00      -0.4745310286795
 2400.00      -0.4842203995977
 2450.00      -0.4939493570094
 2500.00      -0.5037170929627
 2550.00      -0.5135228318275
 2600.00      -0.5233658283942
 2650.00      -0.5332453661178
 2700.00      -0.5431607554957
 2750.00      -0.5531113325650
 2800.00      -0.5630964575091
 2850.00      -0.5731155133642
 2900.00      -0.5831679048163
 2950.00      -0.5932530570810
 3000.00      -0.6033704148599
 3050.00      -0.6135194413662
 3100.00      -0.6236996174136
 3150.00      -0.6339104405654
 3200.00      -0.6441514243363
 3250.00      -0.6544220974447
 3300.00      -0.6647220031108
 3350.00      -0.6750506983979
 3400.00      -0.6854077535919
 3450.00      -0.6957927516181
 3500.00      -0.7062052874918
 3550.00      -0.7166449677999
 3600.00      -0.7271114102119
 3650.00      -0.7376042430184
 3700.00      -0.7481231046941
 3750.00      -0.7586676434853
 3800.00      -0.7692375170191
 3850.00      -0.7798323919324
 3900.00      -0.7904519435216
 3950.00      -0.8010958554093
 4000.00      -0.8117638192277
 4050.00      -0.8224555343189
 4100.00      -0.8331707074487
 4150.00      -0.8439090525355
 4200.00      -0.8546702903912
 4250.00      -0.8654541484757
 4300.00      -0.8762603606615
 4350.00      -0.8870886670106
 4400.00      -0.8979388135606
 4450.00      -0.9088105521215
 4500.00      -0.9197036400804
 4550.00      -0.9306178402164
 4600.00      -0.9415529205222
 4650.00      -0.9525086540342
 4700.00      -0.9634848186701
 4750.00      -0.9744811970729
 4800.00      -0.9854975764616
 4850.00      -0.9965337484882
 4900.00      -1.0075895091010
 4950.00      -1.0186646584123
 5000.00      -1.0297590005729
# V=  57.6308000000000
    0.00      -0.0779897451047
   50.00      -0.0791686352364
  100.00      -0.0822697071699
  150.00      -0.0863421024200
  200.00      -0.0910543253674
  250.00      -0.0962443081108
  300.00      -0.1018157111613
  350.00      -0.1077046070773
  400.00      -0.1138654548171
  450.00      -0.1202641553230
  500.00      -0.1268742164493
  550.00      -0.1336744608846
  600.00      -0.1406475714874
  650.00      -0.1477791233942
  700.00      -0.1550569149114
  750.00      -0.1624704901095
  800.00      -0.1700107890301
  850.00      -0.1776698855223
  900.00      -0.1854407868772
  950.00      -0.1933172780597
 1000.00      -0.2012937987808
 1050.00      -0.2093653451875
 1100.00      -0.2175273902995
 1150.00      -0.2257758189280
 1200.00      -0.2341068739231
 1250.00      -0.2425171113888
 1300.00      -0.2510033630681
 1350.00      -0.2595627045203
 1400.00      -0.2681924280160
 1450.00      -0.2768900193059
 1500.00      -0.2856531375967
 1550.00      -0.2944795981978
 1600.00      -0.3033673574084
 1650.00      -0.3123144992949
 1700.00      -0.3213192240715
 1750.00      -0.3303798378483
 1800.00      -0.3394947435518
 1850.00      -0.3486624328541
 1900.00      -0.3578814789760
 1950.00      -0.3671505302463
 2000.00      -0.3764683043238
 2050.00      -0.3858335829952
 2100.00      -0.3952452074828
 2150.00      -0.4047020741975
 2200.00      -0.4142031308877
 2250.00      -0.4237473731387
 2300.00      -0.4333338411825
 2350.00      -0.4429616169859
 2400.00      -0.4526298215858
 2450.00      -0.4623376126473
 2500.00      -0.4720841822204
 2550.00      -0.4818687546768
 2600.00      -0.4916905848083
 2650.00      -0.5015489560716
 2700.00      -0.5114431789656
 2750.00      -0.5213725895285
 2800.00      -0.5313365479449
 2850.00      -0.5413344372523
 2900.00      -0.5513656621375
 2950.00      -0.5614296478173
 3000.00      -0.5715258389942
 3050.00      -0.5816536988819
 3100.00      -0.5918127082954
 3150.00      -0.6020023647984
 3200.00      -0.6122221819064
 3250.00      -0.6224716883384
 3300.00      -0.6327504273154
 3350.00      -0.6430579559010
 3400.00      -0.6533938443818
 3450.00      -0.6637576756836
 3500.00      -0.6741490448221
 3550.00      -0.6845675583848
 3600.00      -0.6950128340415
 3650.00      -0.7054845000833
 3700.00      -0.7159821949852
 3750.00      -0.7265055669940
 3800.00      -0.7370542737370
 3850.00      -0.7476279818515
 3900.00      -0.7582263666342
 3950.00      -0.7688491117079
 4000.00      -0.7794959087052
 4050.00      -0.7901664569685
 4100.00      -0.8008604632637
 4150.00      -0.8115776415095
 4200.00      -0.8223177125181
 4250.00      -0.8330804037495
 4300.00      -0.8438654490765
 4350.00      -0.8546725885613
 4400.00      -0.8655015682417
 4450.00      -0.8763521399278
