# P (GPa)             Gibbs free energy (Ry.)
# T= 0.000000 K
   28.0      -0.6522918114490
   29.0      -0.6422951021415
   30.0      -0.6323363207198
   31.0      -0.6224147137035
   32.0      -0.6125295548242
   33.0      -0.6026801427231
   34.0      -0.5928657995884
   35.0      -0.5830858715028
   36.0      -0.5733397261274
   37.0      -0.5636267509143
   38.0      -0.5539463544049
   39.0      -0.5442979635857
   40.0      -0.5346810225230
# T= 1500.000000 K
    0.0      -0.9602216916251
    1.0      -0.9486328017855
    2.0      -0.9371271526906
    3.0      -0.9257016452345
    4.0      -0.9143533834375
    5.0      -0.9030796553933
    6.0      -0.8918779172779
    7.0      -0.8807457783953
    8.0      -0.8696809879051
    9.0      -0.8586814240234
   10.0      -0.8477450829347
   11.0      -0.8368700695811
   12.0      -0.8260545895061
   13.0      -0.8152969413541
   14.0      -0.8045955098763
   15.0      -0.7939487597733
   16.0      -0.7833552301079
   17.0      -0.7728135292065
   18.0      -0.7623223300037
   19.0      -0.7518803657872
   20.0      -0.7414864263022
   21.0      -0.7311393541763
   22.0      -0.7208380416302
   23.0      -0.7105814274389
   24.0      -0.7003684941163
   25.0      -0.6901982654279
   26.0      -0.6800698041211
   27.0      -0.6699822096009
   28.0      -0.6599346157958
   29.0      -0.6499261891294
   30.0      -0.6399561270321
   31.0      -0.6300236567262
   32.0      -0.6201280330037
   33.0      -0.6102685364895
   34.0      -0.6004444732868
   35.0      -0.5906551737690
   36.0      -0.5808999900464
   37.0      -0.5711782959123
   38.0      -0.5614894866488
   39.0      -0.5518329757647
   40.0      -0.5422081960376
# T= 1600.000000 K
    0.0      -0.9687859199711
    1.0      -0.9571538269127
    2.0      -0.9456073603763
    3.0      -0.9341432415621
    4.0      -0.9227584129952
    5.0      -0.9114500165705
    6.0      -0.9002153762373
    7.0      -0.8890519806267
    8.0      -0.8779574699073
    9.0      -0.8669296218813
   10.0      -0.8559663410489
   11.0      -0.8450656487148
   12.0      -0.8342256733527
   13.0      -0.8234446424626
   14.0      -0.8127208752268
   15.0      -0.8020527758232
   16.0      -0.7914388273405
   17.0      -0.7808775862088
   18.0      -0.7703676771681
   19.0      -0.7599077886885
   20.0      -0.7494966687785
   21.0      -0.7391331211402
   22.0      -0.7288160016452
   23.0      -0.7185442151365
   24.0      -0.7083167124624
   25.0      -0.6981324877245
   26.0      -0.6879905757174
   27.0      -0.6778900495293
   28.0      -0.6678300182811
   29.0      -0.6578096253393
   30.0      -0.6478280467146
   31.0      -0.6378844888646
   32.0      -0.6279781868180
   33.0      -0.6181084030748
   34.0      -0.6082744268957
   35.0      -0.5984755717939
   36.0      -0.5887111741713
   37.0      -0.5789805939375
   38.0      -0.5692832118997
   39.0      -0.5596184281920
   40.0      -0.5499856638458
# T= 1700.000000 K
    0.0      -0.9776084193268
    1.0      -0.9659313803086
    2.0      -0.9543425037183
    3.0      -0.9428383151338
    4.0      -0.9314155809735
    5.0      -0.9200712851691
    6.0      -0.9088026079273
    7.0      -0.8976069087312
    8.0      -0.8864817093200
    9.0      -0.8754246801839
   10.0      -0.8644336280721
   11.0      -0.8535064841871
   12.0      -0.8426412945366
   13.0      -0.8318362111282
   14.0      -0.8210894835563
   15.0      -0.8103994517257
   16.0      -0.7997645392921
   17.0      -0.7891832476893
   18.0      -0.7786541506899
   19.0      -0.7681758894492
   20.0      -0.7577471679865
   21.0      -0.7473667490581
   22.0      -0.7370334503813
   23.0      -0.7267461411692
   24.0      -0.7165037389409
   25.0      -0.7063052065714
   26.0      -0.6961495495488
   27.0      -0.6860358134346
   28.0      -0.6759630817941
   29.0      -0.6659304740692
   30.0      -0.6559371433591
   31.0      -0.6459822744084
   32.0      -0.6360650820155
   33.0      -0.6261848102162
   34.0      -0.6163407299856
   35.0      -0.6065321373676
   36.0      -0.5967583533020
